Id,breadwinner_ns__Salesforce_Account__c
a98DI0000004jFtYAI,0013i00000TF26DAAT
a98DI0000004eOgYAI,0013i00000TCUcNAAX
a98DI0000004uAGYAY,0013i00002Z5l51AAB
a98DI0000004EPxYAM,0013i0000071mLwAAI
a98DI0000004dVvYAI,0013i00000TCTfdAAH
a98DI0000004hKqYAI,0013i00000TCY8GAAX
a98DI0000004uAHYAY,0013i00002bzR37AAE
a98DI0000004KwCYAU,0013i0000071wZwAAI
a98DI0000004FIyYAM,0013i0000071wnVAAQ
a98DI0000004IEpYAM,0013i0000071x7AAAQ
a98DI0000004Z4gYAE,0013i00000D3epFAAR
a98DI0000004uAIYAY,0013i000032FBd8AAG
a98DI0000004NUeYAM,0013i0000071niaAAA
a98DI0000004WaaYAE,0013i00000D3aNwAAJ
a98DI0000004uAJYAY,0013i00002Z42n2AAB
a98DI0000004uAKYAY,0013i00002Z5soeAAB
a98DI0000004WQcYAM,0013i0000071v73AAA
a98DI0000004hBoYAI,0013i00000TCY0GAAX
a98DI0000004ebJYAQ,0013i00000TCUqOAAX
a98DI0000004uALYAY,0013i00002RpW4GAAV
a98DI0000004uAMYAY,0013i00002Rq3i5AAB
a98DI0000004uANYAY,0013i00002Z47AYAAZ
a98DI0000004HYxYAM,0013i0000071naNAAQ
a98DI0000004JPVYA2,0013i0000071mDNAAY
a98DI0000004uAOYAY,0013i00002RqFiHAAV
a98DI0000004F5tYAE,0013i0000071wlSAAQ
a98DI0000004HHfYAM,0013i0000071nTIAAY
a98DI0000004uAPYAY,0013i000026Bjn4AAC
a98DI0000004ZGUYA2,0013i00001UtMdBAAV
a98DI0000004uAQYAY,0013i00002KrUAtAAN
a98DI0000004uARYAY,0013i00002Z6mZQAAZ
a98DI0000004dN2YAI,0013i00000TCWysAAH
a98DI0000004fXYYAY,0013i00000TCVm5AAH
a98DI0000004fwAYAQ,0013i00000TCWCCAA5
a98DI0000004jFsYAI,0013i00000TF26CAAT
a98DI0000004uASYAY,0013i00002RqUPTAA3
a98DI0000004LL1YAM,0013i0000071wDUAAY
a98DI0000004Z3gYAE,0013i00000rUexxAAC
a98DI0000004uATYAY,0013i00002bzS51AAE
a98DI0000004YEmYAM,0013i00000D3hCvAAJ
a98DI0000004uAUYAY,0013i00002bzS2TAAU
a98DI0000004uAVYAY,0013i00002RoIHkAAN
a98DI0000004jFrYAI,0013i00000TF26BAAT
a98DI0000004WR1YAM,0013i0000071pJPAAY
a98DI0000004uAWYAY,0013i00002Z79NCAAZ
a98DI0000004uAXYAY,0013i00002bzR98AAE
a98DI0000004uAYYAY,0013i00002RpLvFAAV
a98DI0000004jFqYAI,0013i00000TF26AAAT
a98DI0000004eScYAI,0013i00000TCUfuAAH
a98DI0000004jFoYAI,0013i00000TF269AAD
a98DI0000004jFpYAI,0013i00000TF268AAD
a98DI0000004jFnYAI,0013i00000TF267AAD
a98DI0000004jFlYAI,0013i00000TF266AAD
a98DI0000004jFkYAI,0013i00000TF265AAD
a98DI0000004jFmYAI,0013i00000TF264AAD
a98DI0000004jYEYAY,0013i00000TF263AAD
a98DI0000004jYDYAY,0013i00000TF262AAD
a98DI0000004jYCYAY,0013i00000TF261AAD
a98DI0000004jYBYAY,0013i00000TF260AAD
a98DI0000004jYAYAY,0013i00000TF25zAAD
a98DI0000004jY8YAI,0013i00000TF25yAAD
a98DI0000004jY9YAI,0013i00000TF25xAAD
a98DI0000004jY7YAI,0013i00000TF25wAAD
a98DI0000004jY6YAI,0013i00000TF25vAAD
a98DI0000004jY5YAI,0013i00000TF25uAAD
a98DI0000004jY4YAI,0013i00000TF25tAAD
a98DI0000004js8YAA,0013i00000TF25sAAD
a98DI0000004js7YAA,0013i00000TF25rAAD
a98DI0000004js6YAA,0013i00000TF25qAAD
a98DI0000004js5YAA,0013i00000TF25pAAD
a98DI0000004js4YAA,0013i00000TF25oAAD
a98DI0000004js3YAA,0013i00000TF25nAAD
a98DI0000004js2YAA,0013i00000TF25mAAD
a98DI0000004js1YAA,0013i00000TF25lAAD
a98DI0000004js0YAA,0013i00000TF25kAAD
a98DI0000004jrzYAA,0013i00000TF25jAAD
a98DI0000004jryYAA,0013i00000TF25iAAD
a98DI0000004jrxYAA,0013i00000TF25hAAD
a98DI0000004jrwYAA,0013i00000TF25gAAD
a98DI0000004jl8YAA,0013i00000TF25fAAD
a98DI0000004jl7YAA,0013i00000TF25eAAD
a98DI0000004hkeYAA,0013i00000TD6LXAA1
a98DI0000004jl6YAA,0013i00000TF25dAAD
a98DI0000004jl5YAA,0013i00000TF25cAAD
a98DI0000004jl4YAA,0013i00000TF25bAAD
a98DI0000004jl3YAA,0013i00000TF25aAAD
a98DI0000004jl2YAA,0013i00000TF25ZAAT
a98DI0000004jl1YAA,0013i00000TF25YAAT
a98DI0000004jl0YAA,0013i00000TF25XAAT
a98DI0000004jkzYAA,0013i00000TF25WAAT
a98DI0000004jkxYAA,0013i00000TF25UAAT
a98DI0000004jkyYAA,0013i00000TF25VAAT
a98DI0000004jkwYAA,0013i00000TF25TAAT
a98DI0000004jkvYAA,0013i00000TF25SAAT
a98DI0000004jkuYAA,0013i00000TF25RAAT
a98DI0000004jtUYAQ,0013i00000TF25PAAT
a98DI0000004jtVYAQ,0013i00000TF25QAAT
a98DI0000004jtTYAQ,0013i00000TF25OAAT
a98DI0000004jocYAA,0013i00000TF25NAAT
a98DI0000004jobYAA,0013i00000TF25MAAT
a98DI0000004jqbYAA,0013i00000TF25LAAT
a98DI0000004joaYAA,0013i00000TF25KAAT
a98DI0000004jqaYAA,0013i00000TF25JAAT
a98DI0000004jqZYAQ,0013i00000TF25IAAT
a98DI0000004joZYAQ,0013i00000TF25HAAT
a98DI0000004joYYAQ,0013i00000TF25GAAT
a98DI0000004joXYAQ,0013i00000TF25FAAT
a98DI0000004joWYAQ,0013i00000TF25EAAT
a98DI0000004jqYYAQ,0013i00000TF25DAAT
a98DI0000004jrvYAA,0013i00000TF25CAAT
a98DI0000004jruYAA,0013i00000TF25BAAT
a98DI0000004jrtYAA,0013i00000TF25AAAT
a98DI0000004jrsYAA,0013i00000TF259AAD
a98DI0000004jqXYAQ,0013i00000TF258AAD
a98DI0000004jrrYAA,0013i00000TF257AAD
a98DI0000004jqEYAQ,0013i00000TF256AAD
a98DI0000004jqDYAQ,0013i00000TF255AAD
a98DI0000004joVYAQ,0013i00000TF254AAD
a98DI0000004joUYAQ,0013i00000TF253AAD
a98DI0000004jqWYAQ,0013i00000TF252AAD
a98DI0000004joTYAQ,0013i00000TF251AAD
a98DI0000004joSYAQ,0013i00000TF250AAD
a98DI0000004joRYAQ,0013i00000TF24zAAD
a98DI0000004joQYAQ,0013i00000TF24yAAD
a98DI0000004joPYAQ,0013i00000TF24xAAD
a98DI0000004joOYAQ,0013i00000TF24wAAD
a98DI0000004jktYAA,0013i00000TF24vAAD
a98DI0000004jksYAA,0013i00000TF24tAAD
a98DI0000004jqVYAQ,0013i00000TF24uAAD
a98DI0000004joNYAQ,0013i00000TF24sAAD
a98DI0000004jqUYAQ,0013i00000TF24rAAD
a98DI0000004jqTYAQ,0013i00000TF24qAAD
a98DI0000004uAZYAY,0013i00002Z6p0dAAB
a98DI0000004gWgYAI,0013i00000TCXI5AAP
a98DI0000004jkrYAA,0013i00000TF24pAAD
a98DI0000004hSkYAI,0013i00000TCYH2AAP
a98DI0000004ev0YAA,0013i00000TCVFwAAP
a98DI0000004uAaYAI,0013i00002RqXpdAAF
a98DI0000004XILYA2,0013i00000D3gnAAAR
a98DI0000004jqSYAQ,0013i00000TF24oAAD
a98DI0000004hX4YAI,0013i00000TCYKjAAP
a98DI0000004fmfYAA,0013i00000TCW01AAH
a98DI0000004gxKYAQ,0013i00000TCXzvAAH
a98DI0000004dFRYAY,0013i00000TCX1NAAX
a98DI0000004uAbYAI,0013i00002RoqoeAAB
a98DI0000004jkqYAA,0013i00000TF24nAAD
a98DI0000004uAcYAI,0013i00002zr3YhAAI
a98DI0000004jkpYAA,0013i00000TF24mAAD
a98DI0000004jkoYAA,0013i00000TF24lAAD
a98DI0000004jqRYAQ,0013i00000TF24kAAD
a98DI0000004jqQYAQ,0013i00000TF24jAAD
a98DI0000004jqPYAQ,0013i00000TF24iAAD
a98DI0000004jqOYAQ,0013i00000TF24hAAD
a98DI0000004jqCYAQ,0013i00000TF24gAAD
a98DI0000004jknYAA,0013i00000TF24fAAD
a98DI0000004jqAYAQ,0013i00000TF24dAAD
a98DI0000004jqBYAQ,0013i00000TF24eAAD
a98DI0000004jq9YAA,0013i00000TF24cAAD
a98DI0000004jq8YAA,0013i00000TF24bAAD
a98DI0000004jq7YAA,0013i00000TF24aAAD
a98DI0000004jq6YAA,0013i00000TF24ZAAT
a98DI0000004jq5YAA,0013i00000TF24YAAT
a98DI0000004jq4YAA,0013i00000TF24XAAT
a98DI0000004jq3YAA,0013i00000TF24WAAT
a98DI0000004jq2YAA,0013i00000TF24VAAT
a98DI0000004jq1YAA,0013i00000TF24UAAT
a98DI0000004jq0YAA,0013i00000TF24TAAT
a98DI0000004jpzYAA,0013i00000TF24SAAT
a98DI0000004jpyYAA,0013i00000TF24RAAT
a98DI0000004jpxYAA,0013i00000TF24QAAT
a98DI0000004jpwYAA,0013i00000TF24PAAT
a98DI0000004jpsYAA,0013i00000TF24KAAT
a98DI0000004jqNYAQ,0013i00000TF24IAAT
a98DI0000004jpvYAA,0013i00000TF24OAAT
a98DI0000004jpuYAA,0013i00000TF24NAAT
a98DI0000004jptYAA,0013i00000TF24MAAT
a98DI0000004joMYAQ,0013i00000TF24LAAT
a98DI0000004joLYAQ,0013i00000TF24JAAT
a98DI0000004jqMYAQ,0013i00000TF24HAAT
a98DI0000004joKYAQ,0013i00000TF24GAAT
a98DI0000004jqKYAQ,0013i00000TF24EAAT
a98DI0000004jqLYAQ,0013i00000TF24FAAT
a98DI0000004jqJYAQ,0013i00000TF24DAAT
a98DI0000004jqIYAQ,0013i00000TF24CAAT
a98DI0000004jqHYAQ,0013i00000TF24BAAT
a98DI0000004jqGYAQ,0013i00000TF24AAAT
a98DI0000004jqFYAQ,0013i00000TF249AAD
a98DI0000004jkmYAA,0013i00000TF248AAD
a98DI0000004jmBYAQ,0013i00000TF247AAD
a98DI0000004jmCYAQ,0013i00000TF246AAD
a98DI0000004jWuYAI,0013i00000TF245AAD
a98DI0000004jmAYAQ,0013i00000TF244AAD
a98DI0000004jm9YAA,0013i00000TF243AAD
a98DI0000004jm8YAA,0013i00000TF242AAD
a98DI0000004jm7YAA,0013i00000TF241AAD
a98DI0000004jklYAA,0013i00000TF240AAD
a98DI0000004jm6YAA,0013i00000TF23zAAD
a98DI0000004jFjYAI,0013i00000TF23yAAD
a98DI0000004jFiYAI,0013i00000TF23xAAD
a98DI0000004jm5YAA,0013i00000TF23wAAD
a98DI0000004jm4YAA,0013i00000TF23vAAD
a98DI0000004jFhYAI,0013i00000TF23uAAD
a98DI0000004jprYAA,0013i00000TF23tAAD
a98DI0000004jpqYAA,0013i00000TF23sAAD
a98DI0000004jFgYAI,0013i00000TF23rAAD
a98DI0000004jppYAA,0013i00000TF23qAAD
a98DI0000004jFeYAI,0013i00000TF23pAAD
a98DI0000004jFfYAI,0013i00000TF23oAAD
a98DI0000004jFdYAI,0013i00000TF23nAAD
a98DI0000004jFcYAI,0013i00000TF23mAAD
a98DI0000004jpoYAA,0013i00000TF23lAAD
a98DI0000004jFbYAI,0013i00000TF23kAAD
a98DI0000004jWtYAI,0013i00000TF23jAAD
a98DI0000004jFaYAI,0013i00000TF23iAAD
a98DI0000004jWsYAI,0013i00000TF23hAAD
a98DI0000004jFZYAY,0013i00000TF23gAAD
a98DI0000004jFYYAY,0013i00000TF23fAAD
a98DI0000004jFWYAY,0013i00000TF23eAAD
a98DI0000004jFXYAY,0013i00000TF23dAAD
a98DI0000004jFUYAY,0013i00000TF23bAAD
a98DI0000004jFVYAY,0013i00000TF23cAAD
a98DI0000004jFTYAY,0013i00000TF23aAAD
a98DI0000004joJYAQ,0013i00000TF23ZAAT
a98DI0000004jFSYAY,0013i00000TF23YAAT
a98DI0000004jFRYAY,0013i00000TF23XAAT
a98DI0000004jFQYAY,0013i00000TF23WAAT
a98DI0000004jm3YAA,0013i00000TF23VAAT
a98DI0000004jFPYAY,0013i00000TF23UAAT
a98DI0000004jFOYAY,0013i00000TF23TAAT
a98DI0000004jm1YAA,0013i00000TF23RAAT
a98DI0000004jm2YAA,0013i00000TF23SAAT
a98DI0000004jm0YAA,0013i00000TF23QAAT
a98DI0000004jFNYAY,0013i00000TF23PAAT
a98DI0000004jlzYAA,0013i00000TF23OAAT
a98DI0000004jlyYAA,0013i00000TF23NAAT
a98DI0000004jlwYAA,0013i00000TF23MAAT
a98DI0000004jlxYAA,0013i00000TF23LAAT
a98DI0000004jlvYAA,0013i00000TF23KAAT
a98DI0000004jluYAA,0013i00000TF23JAAT
a98DI0000004joIYAQ,0013i00000TF23IAAT
a98DI0000004jltYAA,0013i00000TF23HAAT
a98DI0000004jjUYAQ,0013i00000TF1zxAAD
a98DI0000004jjTYAQ,0013i00000TF1zwAAD
a98DI0000004jjRYAQ,0013i00000TF1zvAAD
a98DI0000004jjSYAQ,0013i00000TF1zuAAD
a98DI0000004jjQYAQ,0013i00000TF1ztAAD
a98DI0000004jjPYAQ,0013i00000TF1zsAAD
a98DI0000004jjOYAQ,0013i00000TF1zrAAD
a98DI0000004jjNYAQ,0013i00000TF1zqAAD
a98DI0000004jXoYAI,0013i00000TF1zpAAD
a98DI0000004jXnYAI,0013i00000TF1zoAAD
a98DI0000004jjMYAQ,0013i00000TF1znAAD
a98DI0000004jjLYAQ,0013i00000TF1zmAAD
a98DI0000004jjKYAQ,0013i00000TF1zlAAD
a98DI0000004jXmYAI,0013i00000TF1zkAAD
a98DI0000004jjJYAQ,0013i00000TF1zjAAD
a98DI0000004jXlYAI,0013i00000TF1ziAAD
a98DI0000004jXjYAI,0013i00000TF1zgAAD
a98DI0000004jXkYAI,0013i00000TF1zhAAD
a98DI0000004jndYAA,0013i00000TF1zfAAD
a98DI0000004jncYAA,0013i00000TF1zeAAD
a98DI0000004jnZYAQ,0013i00000TF1zbAAD
a98DI0000004jnbYAA,0013i00000TF1zdAAD
a98DI0000004jnaYAA,0013i00000TF1zcAAD
a98DI0000004jnXYAQ,0013i00000TF1zaAAD
a98DI0000004jnYYAQ,0013i00000TF1zZAAT
a98DI0000004jnWYAQ,0013i00000TF1zYAAT
a98DI0000004jjIYAQ,0013i00000TF1zXAAT
a98DI0000004jjHYAQ,0013i00000TF1zWAAT
a98DI0000004jkRYAQ,0013i00000TF1zVAAT
a98DI0000004jkQYAQ,0013i00000TF1zUAAT
a98DI0000004jkPYAQ,0013i00000TF1zTAAT
a98DI0000004jjGYAQ,0013i00000TF1zSAAT
a98DI0000004jjFYAQ,0013i00000TF1zRAAT
a98DI0000004jkOYAQ,0013i00000TF1zQAAT
a98DI0000004jkNYAQ,0013i00000TF1zPAAT
a98DI0000004jjEYAQ,0013i00000TF1zOAAT
a98DI0000004jjDYAQ,0013i00000TF1zNAAT
a98DI0000004jjCYAQ,0013i00000TF1zMAAT
a98DI0000004jjBYAQ,0013i00000TF1zLAAT
a98DI0000004jjAYAQ,0013i00000TF1zKAAT
a98DI0000004jkMYAQ,0013i00000TF1zJAAT
a98DI0000004jkLYAQ,0013i00000TF1zIAAT
a98DI0000004jkKYAQ,0013i00000TF1zHAAT
a98DI0000004jkJYAQ,0013i00000TF1zGAAT
a98DI0000004jlbYAA,0013i00000TF1zFAAT
a98DI0000004jlaYAA,0013i00000TF1zEAAT
a98DI0000004jlZYAQ,0013i00000TF1zDAAT
a98DI0000004jlYYAQ,0013i00000TF1zCAAT
a98DI0000004jlXYAQ,0013i00000TF1zBAAT
a98DI0000004jlWYAQ,0013i00000TF1zAAAT
a98DI0000004jlVYAQ,0013i00000TF1z9AAD
a98DI0000004jnVYAQ,0013i00000TF1z8AAD
a98DI0000004jnUYAQ,0013i00000TF1z7AAD
a98DI0000004jnTYAQ,0013i00000TF1z6AAD
a98DI0000004jlUYAQ,0013i00000TF1z5AAD
a98DI0000004jlTYAQ,0013i00000TF1z4AAD
a98DI0000004jnSYAQ,0013i00000TF1z3AAD
a98DI0000004jnRYAQ,0013i00000TF1z2AAD
a98DI0000004jnQYAQ,0013i00000TF1z1AAD
a98DI0000004jnPYAQ,0013i00000TF1z0AAD
a98DI0000004jnOYAQ,0013i00000TF1yzAAD
a98DI0000004jnNYAQ,0013i00000TF1yyAAD
a98DI0000004jnMYAQ,0013i00000TF1yxAAD
a98DI0000004jnLYAQ,0013i00000TF1ywAAD
a98DI0000004jnKYAQ,0013i00000TF1yvAAD
a98DI0000004jnJYAQ,0013i00000TF1yuAAD
a98DI0000004jkIYAQ,0013i00000TF1ysAAD
a98DI0000004jnIYAQ,0013i00000TF1ytAAD
a98DI0000004jkHYAQ,0013i00000TF1yrAAD
a98DI0000004jkGYAQ,0013i00000TF1yqAAD
a98DI0000004jkFYAQ,0013i00000TF1ypAAD
a98DI0000004jkDYAQ,0013i00000TF1yoAAD
a98DI0000004jkEYAQ,0013i00000TF1ynAAD
a98DI0000004jkCYAQ,0013i00000TF1ymAAD
a98DI0000004jkBYAQ,0013i00000TF1ylAAD
a98DI0000004jkAYAQ,0013i00000TF1ykAAD
a98DI0000004jk9YAA,0013i00000TF1yjAAD
a98DI0000004jk8YAA,0013i00000TF1yiAAD
a98DI0000004jk7YAA,0013i00000TF1yhAAD
a98DI0000004jk6YAA,0013i00000TF1ygAAD
a98DI0000004jnHYAQ,0013i00000TF1yfAAD
a98DI0000004jnGYAQ,0013i00000TF1yeAAD
a98DI0000004jnFYAQ,0013i00000TF1ydAAD
a98DI0000004jj9YAA,0013i00000TF1ycAAD
a98DI0000004jj8YAA,0013i00000TF1ybAAD
a98DI0000004jj7YAA,0013i00000TF1yaAAD
a98DI0000004jnEYAQ,0013i00000TF1yZAAT
a98DI0000004jj6YAA,0013i00000TF1yYAAT
a98DI0000004jWbYAI,0013i00000TF1yXAAT
a98DI0000004jWaYAI,0013i00000TF1yWAAT
a98DI0000004jj4YAA,0013i00000TF1yUAAT
a98DI0000004jj5YAA,0013i00000TF1yVAAT
a98DI0000004jj3YAA,0013i00000TF1yTAAT
a98DI0000004jWZYAY,0013i00000TF1ySAAT
a98DI0000004jWYYAY,0013i00000TF1yRAAT
a98DI0000004jj2YAA,0013i00000TF1yQAAT
a98DI0000004jWXYAY,0013i00000TF1yPAAT
a98DI0000004jWWYAY,0013i00000TF1yOAAT
a98DI0000004jWVYAY,0013i00000TF1yNAAT
a98DI0000004jWUYAY,0013i00000TF1yMAAT
a98DI0000004jj1YAA,0013i00000TF1yLAAT
a98DI0000004jWTYAY,0013i00000TF1yKAAT
a98DI0000004jWSYAY,0013i00000TF1yJAAT
a98DI0000004jWRYAY,0013i00000TF1yIAAT
a98DI0000004jWPYAY,0013i00000TF1yHAAT
a98DI0000004jWQYAY,0013i00000TF1yGAAT
a98DI0000004jWOYAY,0013i00000TF1yFAAT
a98DI0000004jWNYAY,0013i00000TF1yEAAT
a98DI0000004jk5YAA,0013i00000TF1yDAAT
a98DI0000004jk4YAA,0013i00000TF1yCAAT
a98DI0000004jk2YAA,0013i00000TF1yAAAT
a98DI0000004jk3YAA,0013i00000TF1yBAAT
a98DI0000004jk1YAA,0013i00000TF1y9AAD
a98DI0000004jk0YAA,0013i00000TF1y8AAD
a98DI0000004jjxYAA,0013i00000TF1y7AAD
a98DI0000004jjzYAA,0013i00000TF1y6AAD
a98DI0000004jjyYAA,0013i00000TF1y5AAD
a98DI0000004jj0YAA,0013i00000TF1y4AAD
a98DI0000004jizYAA,0013i00000TF1y3AAD
a98DI0000004jiyYAA,0013i00000TF1y2AAD
a98DI0000004jixYAA,0013i00000TF1y1AAD
a98DI0000004jXiYAI,0013i00000TF1y0AAD
a98DI0000004jnDYAQ,0013i00000TF1xzAAD
a98DI0000004jiwYAA,0013i00000TF1xyAAD
a98DI0000004jnCYAQ,0013i00000TF1xxAAD
a98DI0000004jnBYAQ,0013i00000TF1xwAAD
a98DI0000004jnAYAQ,0013i00000TF1xvAAD
a98DI0000004jivYAA,0013i00000TF1xuAAD
a98DI0000004jXhYAI,0013i00000TF1xtAAD
a98DI0000004jXgYAI,0013i00000TF1xsAAD
a98DI0000004jitYAA,0013i00000TF1xrAAD
a98DI0000004jiuYAA,0013i00000TF1xqAAD
a98DI0000004jWMYAY,0013i00000TF1xpAAD
a98DI0000004jWLYAY,0013i00000TF1xoAAD
a98DI0000004jWKYAY,0013i00000TF1xnAAD
a98DI0000004jFLYAY,0013i00000TF1xmAAD
a98DI0000004jWIYAY,0013i00000TF1xlAAD
a98DI0000004jWJYAY,0013i00000TF1xkAAD
a98DI0000004jn9YAA,0013i00000TF1xjAAD
a98DI0000004jn8YAA,0013i00000TF1xiAAD
a98DI0000004jn6YAA,0013i00000TF1xgAAD
a98DI0000004jn7YAA,0013i00000TF1xhAAD
a98DI0000004jn5YAA,0013i00000TF1xfAAD
a98DI0000004jn4YAA,0013i00000TF1xeAAD
a98DI0000004jn3YAA,0013i00000TF1xdAAD
a98DI0000004jisYAA,0013i00000TF1xcAAD
a98DI0000004jirYAA,0013i00000TF1xbAAD
a98DI0000004jiqYAA,0013i00000TF1xaAAD
a98DI0000004jipYAA,0013i00000TF1xZAAT
a98DI0000004jioYAA,0013i00000TF1xYAAT
a98DI0000004jinYAA,0013i00000TF1xXAAT
a98DI0000004jimYAA,0013i00000TF1xWAAT
a98DI0000004jikYAA,0013i00000TF1xVAAT
a98DI0000004jilYAA,0013i00000TF1xUAAT
a98DI0000004jWHYAY,0013i00000TF1xTAAT
a98DI0000004jijYAA,0013i00000TF1xSAAT
a98DI0000004jn2YAA,0013i00000TF1xRAAT
a98DI0000004jn1YAA,0013i00000TF1xQAAT
a98DI0000004jgXYAQ,0013i00000TF1xPAAT
a98DI0000004jgYYAQ,0013i00000TF1xOAAT
a98DI0000004jgWYAQ,0013i00000TF1xNAAT
a98DI0000004jgVYAQ,0013i00000TF1xMAAT
a98DI0000004jgTYAQ,0013i00000TF1xLAAT
a98DI0000004jgUYAQ,0013i00000TF1xKAAT
a98DI0000004jgSYAQ,0013i00000TF1xJAAT
a98DI0000004jgRYAQ,0013i00000TF1xIAAT
a98DI0000004jgQYAQ,0013i00000TF1xHAAT
a98DI0000004jgPYAQ,0013i00000TF1xGAAT
a98DI0000004jgOYAQ,0013i00000TF1xFAAT
a98DI0000004jgNYAQ,0013i00000TF1xEAAT
a98DI0000004jgMYAQ,0013i00000TF1xDAAT
a98DI0000004jgLYAQ,0013i00000TF1xCAAT
a98DI0000004jlSYAQ,0013i00000TF1xBAAT
a98DI0000004jlQYAQ,0013i00000TF1xAAAT
a98DI0000004jlRYAQ,0013i00000TF1x9AAD
a98DI0000004jlPYAQ,0013i00000TF1x8AAD
a98DI0000004jiiYAA,0013i00000TF1x7AAD
a98DI0000004jifYAA,0013i00000TF1x5AAD
a98DI0000004jigYAA,0013i00000TF1x6AAD
a98DI0000004jihYAA,0013i00000TF1x4AAD
a98DI0000004jieYAA,0013i00000TF1x3AAD
a98DI0000004jgJYAQ,0013i00000TF1x1AAD
a98DI0000004jgKYAQ,0013i00000TF1x2AAD
a98DI0000004jgIYAQ,0013i00000TF1x0AAD
a98DI0000004jgEYAQ,0013i00000TF1wzAAD
a98DI0000004jgGYAQ,0013i00000TF1wyAAD
a98DI0000004jgHYAQ,0013i00000TF1wxAAD
a98DI0000004jgFYAQ,0013i00000TF1wwAAD
a98DI0000004jgDYAQ,0013i00000TF1wvAAD
a98DI0000004jgCYAQ,0013i00000TF1wuAAD
a98DI0000004jWGYAY,0013i00000TF1wtAAD
a98DI0000004jgBYAQ,0013i00000TF1wsAAD
a98DI0000004jgAYAQ,0013i00000TF1wrAAD
a98DI0000004jWFYAY,0013i00000TF1wqAAD
a98DI0000004jWEYAY,0013i00000TF1wpAAD
a98DI0000004jWDYAY,0013i00000TF1woAAD
a98DI0000004jWCYAY,0013i00000TF1wnAAD
a98DI0000004jidYAA,0013i00000TF1wmAAD
a98DI0000004jWBYAY,0013i00000TF1wlAAD
a98DI0000004jWAYAY,0013i00000TF1wkAAD
a98DI0000004jhcYAA,0013i00000TF1tVAAT
a98DI0000004jhbYAA,0013i00000TF1tUAAT
a98DI0000004jhaYAA,0013i00000TF1tTAAT
a98DI0000004jhYYAQ,0013i00000TF1tRAAT
a98DI0000004jhZYAQ,0013i00000TF1tSAAT
a98DI0000004jhXYAQ,0013i00000TF1tQAAT
a98DI0000004jhWYAQ,0013i00000TF1tPAAT
a98DI0000004jhVYAQ,0013i00000TF1tOAAT
a98DI0000004jhUYAQ,0013i00000TF1tNAAT
a98DI0000004jhRYAQ,0013i00000TF1tLAAT
a98DI0000004jhTYAQ,0013i00000TF1tMAAT
a98DI0000004jhSYAQ,0013i00000TF1tKAAT
a98DI0000004jhQYAQ,0013i00000TF1tJAAT
a98DI0000004jhPYAQ,0013i00000TF1tIAAT
a98DI0000004jhOYAQ,0013i00000TF1tHAAT
a98DI0000004jW1YAI,0013i00000TF1tGAAT
a98DI0000004jhNYAQ,0013i00000TF1tFAAT
a98DI0000004jhMYAQ,0013i00000TF1tEAAT
a98DI0000004jW0YAI,0013i00000TF1tDAAT
a98DI0000004jVzYAI,0013i00000TF1tCAAT
a98DI0000004jVyYAI,0013i00000TF1tBAAT
a98DI0000004jVxYAI,0013i00000TF1tAAAT
a98DI0000004jVwYAI,0013i00000TF1t9AAD
a98DI0000004jVuYAI,0013i00000TF1t8AAD
a98DI0000004jVvYAI,0013i00000TF1t7AAD
a98DI0000004jVtYAI,0013i00000TF1t6AAD
a98DI0000004jVsYAI,0013i00000TF1t5AAD
a98DI0000004jXSYAY,0013i00000TF1t4AAD
a98DI0000004jVrYAI,0013i00000TF1t3AAD
a98DI0000004jVpYAI,0013i00000TF1t1AAD
a98DI0000004jVqYAI,0013i00000TF1t2AAD
a98DI0000004jXRYAY,0013i00000TF1t0AAD
a98DI0000004jVoYAI,0013i00000TF1szAAD
a98DI0000004jhLYAQ,0013i00000TF1syAAD
a98DI0000004jhKYAQ,0013i00000TF1sxAAD
a98DI0000004jhIYAQ,0013i00000TF1svAAD
a98DI0000004jhJYAQ,0013i00000TF1swAAD
a98DI0000004jhHYAQ,0013i00000TF1suAAD
a98DI0000004jhGYAQ,0013i00000TF1stAAD
a98DI0000004jhFYAQ,0013i00000TF1ssAAD
a98DI0000004jhEYAQ,0013i00000TF1srAAD
a98DI0000004jhDYAQ,0013i00000TF1sqAAD
a98DI0000004jhCYAQ,0013i00000TF1spAAD
a98DI0000004jhBYAQ,0013i00000TF1soAAD
a98DI0000004jhAYAQ,0013i00000TF1snAAD
a98DI0000004jh9YAA,0013i00000TF1smAAD
a98DI0000004jh8YAA,0013i00000TF1slAAD
a98DI0000004jh7YAA,0013i00000TF1skAAD
a98DI0000004jh6YAA,0013i00000TF1sjAAD
a98DI0000004jh5YAA,0013i00000TF1siAAD
a98DI0000004jh4YAA,0013i00000TF1shAAD
a98DI0000004jh3YAA,0013i00000TF1sgAAD
a98DI0000004jh2YAA,0013i00000TF1sfAAD
a98DI0000004jh1YAA,0013i00000TF1seAAD
a98DI0000004jh0YAA,0013i00000TF1sdAAD
a98DI0000004jgzYAA,0013i00000TF1scAAD
a98DI0000004jgyYAA,0013i00000TF1sbAAD
a98DI0000004jgxYAA,0013i00000TF1saAAD
a98DI0000004jgwYAA,0013i00000TF1sZAAT
a98DI0000004jgvYAA,0013i00000TF1sYAAT
a98DI0000004jguYAA,0013i00000TF1sXAAT
a98DI0000004jgtYAA,0013i00000TF1sWAAT
