Id,ContractNumber,Active_ARCV__c,ARCV__c,Net_Total__c,StartDate,EndDate,Status,Name
800Do000000x8OCIAY,7020543,2325,2325,2325,2022-07-01,2023-06-30,Draft,(2023-06-30)  Garza/Bomberger & Associates
800Do000000x8ODIAY,7020544,1277,1277,1277,2022-07-01,2023-06-30,Draft,"(2023-06-30)  Roshanian and Associates, Inc."
800Do000000x8OEIAY,7020545,3799,3799,3799,2022-07-01,2023-06-30,Draft,(2023-06-30)  BHB Consulting Engineers
800Do000000x8OFIAY,7020546,4141,4141,4141,2022-07-01,2023-06-30,Draft,(2023-06-30)  Big-D Construction
800Do000000x8OGIAY,7020547,2325,2325,2325,2022-07-15,2023-07-14,Draft,"(2023-07-14)  RBB Architects, Inc."
800Do000000x8OHIAY,7020548,2325,2325,2325,2022-07-15,2023-07-14,Draft,"(2023-07-14)  Cleary Zimmermann Engineers, LLC"
800Do000000x8OIIAY,7020549,2211,2211,2211,2022-07-15,2023-07-14,Draft,"(2023-07-14)  ECM International, Inc."
800Do000000x8OJIAY,7020550,2325,2325,2325,2022-07-15,2023-07-14,Draft,"(2023-07-14)  VCA Engineers, Inc. (CA)"
800Do000000x8OKIAY,7020551,2325,2325,2325,2022-07-15,2023-07-14,Draft,"(2023-07-14)  Bessolo Design Group, Inc."
800Do000000x8OLIAY,7020552,4139.03,4139.03,4139.03,2022-07-15,2023-07-14,Draft,(2023-07-14)  Harriman Architects + Engineers
800Do000000x8OMIAY,7020553,2892,2892,2892,2022-07-15,2023-07-14,Draft,(2023-07-14)  WithersRavenel
800Do000000x8ONIAY,7020554,4479,4479,4479,2022-08-01,2023-07-31,Draft,(2023-07-31)  The CORE Group
800Do000000x8OOIAY,7020555,2325,2325,2325,2022-08-01,2023-07-31,Draft,(2023-07-31)  NCA Architects Planners
800Do000000x8OPIAY,7020556,2325,2325,2325,2022-08-01,2023-07-31,Draft,"(2023-07-31)  Meyer Engineers, Ltd."
800Do000000x8OQIAY,7020557,2325,2325,2325,2022-08-01,2023-07-31,Draft,"(2023-07-31)  Burkhardt Construction, Inc. (BCI)"
800Do000000x8ORIAY,7020558,4479,4479,4479,2022-08-15,2023-08-14,Draft,(2023-08-14)  PBS Engineering + Environmental
800Do000000x8OSIAY,7020559,2325,2325,2325,2022-08-15,2023-08-14,Draft,"(2023-08-14)  Kumar & Associates, Inc. (K+A)"
800Do000000x8OTIAY,7020560,2325,2325,2325,2023-01-02,2024-01-01,Draft,(2024-01-01)  Flintco
800Do000000x8OUIAY,7020561,4479,4479,4479,2022-09-01,2023-08-31,Draft,(2023-08-31)  Rick Engineering
800Do000000x8OVIAY,7020562,2325,2325,2325,2022-09-01,2023-08-31,Draft,(2023-08-31)  BCA Architects & Engineers
800Do000000x8OWIAY,7020563,2325,2325,2325,2022-09-01,2023-08-31,Draft,(2023-08-31)  John Friedman Alice Kimm Architects (JFAK)
800Do000000x8OXIAY,7020564,5840,5840,5840,2022-09-15,2023-09-14,Draft,(2023-09-14)  McCormick Taylor
800Do000000x8OYIAY,7020565,10578.04,10578.04,10578.04,2022-10-01,2023-09-30,Draft,(2023-09-30)  Vanir Construction Management
800Do000000x8OZIAY,7020566,3799,3799,3799,2022-10-01,2023-09-30,Draft,(2023-09-30)  AMC Engineers
800Do000000x8OaIAI,7020567,2325,2325,2325,2022-10-01,2023-09-30,Draft,"(2023-09-30)  McKinley Research Group, LLC"
800Do000000x8ObIAI,7020568,14741.75,14741.75,14741.75,2022-10-15,2023-10-14,Draft,(2023-10-14)  Kimley-Horn and Associates
800Do000000x8OcIAI,7020569,2322,2322,2322,2022-10-15,2023-10-14,Draft,"(2023-10-14)  Greer Stafford / SJCF, Inc. (web only)"
800Do000000x8OdIAI,7020570,4088.01,4088.01,4088.01,2022-10-15,2023-10-14,Draft,"(2023-10-14)  Rincon Consultants, Inc."
800Do000000x8OeIAI,7020571,3717,3717,3717,2022-10-15,2023-10-14,Draft,(2023-10-14)  Architectural Design West PC (UT)
800Do000000x8OfIAI,7020572,2325,2325,2325,2022-11-01,2023-10-31,Draft,(2023-10-31)  GSR Andrade Architects
800Do000000x8OgIAI,7020573,4139.01,4139.01,4139.01,2022-11-01,2023-10-31,Draft,(2023-10-31)  Carrier Johnson
800Do000000x8OhIAI,7020574,2100,2100,2100,2022-11-01,2023-10-31,Draft,"(2023-10-31)  J2 Engineers, Inc."
800Do000000x8OiIAI,7020575,4849.02,4849.02,4849.02,2022-11-01,2023-10-31,Draft,"(2023-10-31)  Marc Taylor, Inc."
800Do000000x8OjIAI,7020576,5109,5109,5109,2022-11-01,2023-10-31,Draft,"(2023-10-31)  The Vertex Companies, Inc."
800Do000000x8OkIAI,7020577,2325,2325,2325,2022-11-15,2023-11-14,Activated,"(2023-11-14)  Criado & Associates, Inc."
800Do000000x8OlIAI,7020578,4517,4517,4517,2022-11-15,2023-11-14,Draft,"(2023-11-14)  Tectonic Engineering Consultants, Geologists & Land Surveyors, D.P"
800Do000000x8OmIAI,7020579,17320.04,17320.04,17320.04,2022-12-01,2023-11-30,Activated,(2023-11-30)  NV5
800Do000000x8OnIAI,7020580,2325,2325,2325,2022-12-01,2023-11-30,Draft,(2023-11-30)  ZFA Structural Engineers
800Do000000x8OoIAI,7020581,8400.09,8400.09,8400.09,2022-12-01,2023-11-30,Draft,(2023-11-30)  CGL
800Do000000x8OpIAI,7020582,2325,2325,2325,2022-12-01,2023-11-30,Draft,"(2023-11-30)  Morrissey Associates, Inc"
800Do000000x8OqIAI,7020583,2325,2325,2325,2022-12-01,2023-11-30,Draft,(2023-11-30)  The Corradino Group
800Do000000x8OsIAI,7020585,2325,2325,2325,2022-12-15,2023-12-14,Draft,"(2023-12-14)  Structural Engineering Associates, Inc. (SEA)"
800Do000000x8OtIAI,7020586,3799,3799,3799,2022-12-15,2023-12-14,Draft,(2023-12-14)  Epic Management
800Do000000x8OuIAI,7020587,5487.02,5487.02,5487.02,2022-12-15,2023-12-14,Draft,(2023-12-14)  Summit Design and Engineering Services
800Do000000x8OvIAI,7020588,2325,2325,2325,2022-11-15,2023-11-14,Draft,"(2023-11-14)  Surf to Snow Environmental Resource Management, Inc. (S2S)"
800Do000000x8OwIAI,7020589,2205,2205,2205,2022-11-15,2023-11-14,Draft,(2023-11-14)  E3
800Do000000x8OxIAI,7020590,2958,2958,2958,2022-11-29,2023-11-28,Draft,"(2023-11-28)  Master Consulting Engineers, Inc. (FL)"
800Do000000x8OyIAI,7020591,3468,3468,3468,2022-12-29,2023-12-28,Draft,(2023-12-28)  G&W Engineering (MO)
800Do000000x8OzIAI,7020592,2322,2322,2322,2022-12-29,2023-12-28,Draft,(2023-12-28)  Ensight Haynes Whaley
800Do000000x8P0IAI,7020593,2580,2580,2580,2022-12-29,2023-12-28,Draft,"(2023-12-28)  MacKay & Somps Civil Engineers, Inc. (CHQ) (CA)"
800Do000000x8P1IAI,7020594,2322,2322,2322,2022-12-29,2023-12-28,Draft,"(2023-12-28)  ACR Engineering, Inc. (TX)"
800Do000000x8P2IAI,7020595,3586,3586,3586,2022-11-29,2023-11-28,Draft,(2023-11-28)  MNK Architects (TX)
800Do000000x8P3IAI,7020596,3156,3156,3156,2023-01-15,2024-01-14,Draft,(2024-01-14)  Exeloo Corp. (CA)
800Do000000x8P4IAI,7020597,4096,4096,4096,2022-12-31,2023-12-30,Activated,(2023-12-30)  Thomas & Hutton (GA)
800Do000000x8P5IAI,7020598,2584,2584,2584,2022-11-15,2023-11-14,Draft,(2023-11-14)  Stillwater Environmental (ME)
800Do000000x8P6IAI,7020599,2325,2325,2325,2023-01-01,2023-12-31,Draft,(2023-12-31)  Flagline Engineering
800Do000000x8P7IAI,7020600,2322,2322,2322,2022-12-29,2023-12-28,Draft,"(2023-12-28)  Keith & Associates, Inc. (FL)"
800Do000000x8P8IAI,7020601,2325,2325,2325,2023-01-01,2023-12-31,Draft,(2023-12-31)  LTRA Engineers
800Do000000x8P9IAI,7020602,4348,4348,4348,2022-12-31,2023-12-30,Draft,(2023-12-30)  OHM Advisors
800Do000000x8PAIAY,7020603,2328,2328,2328,2022-12-28,2023-12-27,Draft,(2023-12-27)  Neary International
800Do000000x8PBIAY,7020604,2322,2322,2322,2022-12-29,2023-12-28,Draft,"(2023-12-28)  Preservation Design Partnership, LLC"
800Do000000x8PCIAY,7020605,6300.03,6300.03,6300.03,2022-12-29,2023-12-28,Draft,"(2023-12-28)  Whitney Bailey Cox & Magnani, LLC (WBCM) (MD)"
800Do000000x8PDIAY,7020606,8104.02,8104.02,8104.02,2022-09-14,2023-09-13,Draft,(2023-09-13)  AE Works Ltd.
800Do000000x8PEIAY,7020607,1896,1896,1896,2022-12-23,2023-12-22,Draft,"(2023-12-22)  D. R. Consultants & Designers, Inc."
800Do000000x8PFIAY,7020608,1896,1896,1896,2022-12-29,2023-12-28,Draft,(2023-12-28)  RCM Group
800Do000000x8PGIAY,7020609,9108,9108,9108,2022-12-28,2023-12-27,Draft,"(2023-12-27)  APTIM Environmental & Infrastructure, LLC (FL)"
800Do000000x8PHIAY,7020610,2328,2328,2328,2023-01-02,2024-01-01,Draft,(2024-01-01)  Lynn Capouya Inc. (LCI) (CA)
800Do000000x8PIIAY,7020611,2208,2208,2208,2022-12-28,2023-12-27,Draft,(2023-12-27)  Wylie Consulting Engineers (TX)
800Do000000x8PJIAY,7020612,2208,2208,2208,2023-01-05,2024-01-04,Draft,"(2024-01-04)  Quality Engineering & Surveying, LLC (LA)"
800Do000000x8PKIAY,7020613,4596,4596,4596,2023-01-06,2024-01-05,Draft,(2024-01-05)  Ajax Building Corporation
800Do000000x8PLIAY,7020614,3528,3528,3528,2023-01-13,2024-01-12,Draft,(2024-01-12)  Parr Excellence
800Do000000x8PMIAY,7020615,2580,2580,2580,2023-01-12,2024-01-11,Draft,"(2024-01-11)  Doucet & Associates, Inc."
800Do000000x8PNIAY,7020616,2076,2076,2076,2023-01-13,2024-01-12,Draft,"(2024-01-12)  Connect Engineering, LLC"
800Do000000x8POIAY,7020617,2322,2322,2322,2023-01-14,2024-01-13,Draft,"(2024-01-13)  A&S Engineers, Inc. (TX)"
800Do000000x8PQIAY,7020619,2322,2322,2322,2022-12-27,2023-12-26,Draft,(2023-12-26)  John Kaliski Architects
800Do000000x8PRIAY,7020620,2580,2580,2580,2023-01-08,2024-01-07,Draft,(2024-01-07)  Placework
800Do000000x8PSIAY,7020621,1938,1938,1938,2022-10-09,2023-10-08,Draft,(2023-10-08)  CL Surveying and Mapping (CA)
800Do000000x8PWIAY,7020625,3276,3276,3276,2022-12-29,2023-12-28,Draft,(2023-12-28)  Garmann/Miller (OH)
800Do000000x8PXIAY,7020626,3480,3480,3480,2023-01-11,2024-01-10,Draft,(2024-01-10)  Primera (CHQ) (IL)
800Do000000x8PYIAY,7020627,1944,1944,1944,2023-01-14,2024-01-13,Draft,(2024-01-13)  Brooks Acoustics Corporation
800Do000000x8PZIAY,7020628,1944,1944,1944,2022-12-20,2023-12-19,Draft,"(2023-12-19)  Alliant Engineering, Inc."
800Do000000x8PaIAI,7020629,3168,3168,3168,2023-01-15,2024-01-14,Draft,"(2024-01-14)  Millennium Consulting Associates, Inc. (CA)"
800Do000000x8PbIAI,7020630,1944,1944,1944,2022-12-29,2023-12-28,Draft,"(2023-12-28)  J&R Engineering, Inc."
800Do000000x8PfIAI,7020634,1816,1816,1816,2022-12-16,2023-12-15,Draft,(2023-12-15)  Eley Guild Hardy Architects
800Do000000x8PgIAI,7020635,3480,3480,3480,2023-01-17,2024-01-16,Draft,(2024-01-16)  Nova Engineering and Environmental (FL)
800Do000000x8PhIAI,7020636,2580,2580,2580,2022-12-29,2023-12-28,Draft,(2023-12-28)  Ferguson Pape Baldwin Architects
800Do000000x8PiIAI,7020637,3636,3636,3636,2022-12-19,2023-12-18,Draft,(2023-12-18)  TSK Architects
800Do000000x8PjIAI,7020638,2952,2952,2952,2022-12-22,2023-12-21,Draft,"(2023-12-21)  Applied Technologies, Inc. (WI + IL)"
800Do000000x8PkIAI,7020639,3828,3828,3828,2022-12-23,2023-12-22,Draft,"(2023-12-22)  Chianis + Anderson Architects, PLLC (NY)"
800Do000000x8PlIAI,7020640,1812,1812,1812,2022-12-23,2023-12-22,Draft,"(2023-12-22)  Plus Urbia, LLC (FL)"
800Do000000x8PmIAI,7020641,2208,2208,2208,2023-01-08,2024-01-07,Draft,(2024-01-07)  Excel Constructors (KS)
800Do000000x8PnIAI,7020642,3216,3216,3216,2023-01-10,2024-01-09,Draft,(2024-01-09)  MOCA
800Do000000x8PoIAI,7020643,1812,1812,1812,2023-01-10,2024-01-09,Draft,(2024-01-09)  Quality Infrastructure Corporation
800Do000000x8PpIAI,7020644,1884,1884,1884,2023-01-14,2024-01-13,Draft,(2024-01-13)  Catlin Engineers and Scientists (NC)
800Do000000x8PqIAI,7020645,1812,1812,1812,2022-12-20,2023-12-19,Draft,(2023-12-19)  Partners Environmental Consulting (OH)
800Do000000x8PrIAI,7020646,1812,1812,1812,2022-12-22,2023-12-21,Draft,"(2023-12-21)  Becica Associates, LLC"
800Do000000x8PsIAI,7020647,1812,1812,1812,2022-12-29,2023-12-28,Draft,(2023-12-28)  Talisman Civil Consultants (UT)
800Do000000x8PtIAI,7020648,4832.04,4832.04,4832.04,2022-10-30,2023-10-29,Draft,"(2023-10-29)  Mahan Rykiel Associates, Inc. (MD)"
800Do000000x8PuIAI,7020649,4284,4284,4284,2022-11-03,2023-11-02,Draft,(2023-11-02)  Walsh Construction Co. (WA)
800Do000000x8PvIAI,7020650,4332,4332,4332,2022-12-19,2023-12-18,Draft,"(2023-12-18)  MPACT Strategic Consulting, LLC (TX)"
800Do000000x8PwIAI,7020651,3492,3492,3492,2023-01-18,2024-01-17,Draft,(2024-01-17)  C.T. Male Associates (NY)
800Do000000x8PxIAI,7020652,6804,6804,6804,2022-12-25,2023-12-24,Draft,(2023-12-24)  Chiodini Architects (MO)
800Do000000x8PyIAI,7020653,4018.98,4018.98,4018.98,2022-08-26,2023-08-25,Draft,"(2023-08-25)  Traffic Planning and Design, Inc.(PA)"
800Do000000x8PzIAI,7020654,3484,3484,3484,2022-09-01,2023-08-31,Draft,(2023-08-31)  CES Consulting LLC (VA)
800Do000000x8Q0IAI,7020655,10495.98,10495.98,10495.98,2023-01-01,2023-12-31,Draft,(2023-12-31)  Hatch LTK
800Do000000x8Q1IAI,7020656,3858,3858,3858,2022-12-12,2023-12-11,Draft,(2023-12-11)  Emersion Design (OH)
800Do000000x8Q2IAI,7020657,3904,3904,3904,2022-12-22,2023-12-21,Draft,"(2023-12-21)  THC, Inc."
800Do000000x8Q3IAI,7020658,1812,1812,1812,2022-12-25,2023-12-24,Draft,"(2023-12-24)  Helix Design Group, Inc."
800Do000000x8Q4IAI,7020659,1812,1812,1812,2023-01-15,2024-01-14,Draft,"(2024-01-14)  Brahmbhatt Architects, Inc. (CA)"
800Do000000x8Q5IAI,7020660,3812,3812,3812,2022-10-07,2023-10-06,Draft,"(2023-10-06)  GdB Geospatial LS, P.C."
800Do000000x8Q6IAI,7020661,1944,1944,1944,2023-01-10,2024-01-09,Draft,(2024-01-09)  Pacific Engineering Design (WA)
800Do000000x8Q7IAI,7020662,3528,3528,3528,2023-01-10,2024-01-09,Draft,"(2024-01-09)  Sevee & Maher Engineers, Inc. (ME)"
800Do000000x8Q8IAI,7020663,1944,1944,1944,2023-01-18,2024-01-17,Draft,"(2024-01-17)  Underwood & Rosenblum, Inc. (U&R) (CA)"
800Do000000x8Q9IAI,7020664,4599.99,4599.99,4599.99,2022-10-31,2023-10-30,Draft,"(2023-10-30)  Acadia Land Surveying, LLC"
800Do000000x8QAIAY,7020665,3576,3576,3576,2022-12-29,2023-12-28,Draft,"(2023-12-28)  William Hezmalhalch Architects, Inc. (CA)"
800Do000000x8QBIAY,7020666,3372,3372,3372,2023-01-02,2024-01-01,Draft,"(2024-01-01)  BETA Group, Inc. (RI)"
800Do000000x8QCIAY,7020667,2064,2064,2064,2023-01-05,2024-01-04,Draft,(2024-01-04)  Scalar Consulting Group Inc. (FL)
800Do000000x8QEIAY,7020669,1812,1812,1812,2022-12-29,2023-12-28,Draft,"(2023-12-28)  Firwood Design Group, LLC (FDG) (OR)"
800Do000000x8QFIAY,7020670,1812,1812,1812,2022-12-29,2023-12-28,Draft,"(2023-12-28)  450 Architects, Inc."
800Do000000x8QGIAY,7020671,2064,2064,2064,2022-12-29,2023-12-28,Draft,(2023-12-28)  Design Concepts (CO)
800Do000000x8QHIAY,7020672,4820,4820,4820,2022-12-15,2023-12-14,Draft,(2023-12-14)  Cunningham | Quill Architects
800Do000000x8QIIAY,7020673,2064,2064,2064,2022-12-29,2023-12-28,Draft,(2023-12-28)  Butler-Cohen Design + Build (TX)
800Do000000x8QJIAY,7020674,6505.95,6505.95,6505.95,2022-12-31,2023-12-30,Draft,"(2023-12-30)  AI Engineers, Inc. (CT)"
800Do000000x8QKIAY,7020675,1814,1814,1814,2023-01-01,2023-12-31,Draft,"(2023-12-31)  Zyscovich, Inc. (FL)"
800Do000000x8QLIAY,7020676,2580,2580,2580,2022-12-29,2023-12-28,Draft,"(2023-12-28)  TD Thornton Group, Inc. (CA)"
800Do000000x8QMIAY,7020677,1808,1808,1808,2023-01-01,2023-12-31,Draft,(2023-12-31)  TS Studio (CA)
800Do000000x8QNIAY,7020678,2064,2064,2064,2022-12-29,2023-12-28,Draft,"(2023-12-28)  ECM Consultants, Inc. (LA)"
800Do000000x8QOIAY,7020679,1812,1812,1812,2022-12-29,2023-12-28,Draft,(2023-12-28)  Weaver Consultants Group (TX)
800Do000000x8QQIAY,7020681,4176,4176,4176,2023-01-12,2024-01-11,Draft,(2024-01-11)  True North Compliance Services
800Do000000x8QRIAY,7020682,1812,1812,1812,2022-12-19,2023-12-18,Draft,(2023-12-18)  HBC Engineering Company (FL)
800Do000000x8QSIAY,7020683,4020,4020,4020,2022-12-19,2023-12-18,Draft,(2023-12-18)  Studio T-SQ (CA)
800Do000000x8QTIAY,7020684,1812,1812,1812,2022-12-29,2023-12-28,Draft,"(2023-12-28)  Cirius Engineering, LLC"
800Do000000x8QWIAY,7020687,4956,4956,4956,2023-01-10,2024-01-09,Draft,(2024-01-09)  Kevin Daly Architects (CA)
800Do000000x8QXIAY,7020688,4009,4009,4009,2023-01-11,2024-01-10,Draft,(2024-01-10)  Related California
800Do000000x8QaIAI,7020691,4919.94,4919.94,4919.94,2023-01-08,2024-01-07,Draft,(2024-01-07)  Ohlson Lavoie Collaborative (OLC)
800Do000000x8QbIAI,7020692,2064,2064,2064,2022-12-29,2023-12-28,Draft,(2023-12-28)  Tighe Architecture (CA)
800Do000000x8QcIAI,7020693,1812,1812,1812,2023-01-05,2024-01-04,Draft,(2024-01-04)  Kirkpatrick Architecture Studio (TX)
800Do000000x8QfIAI,7020696,3372,3372,3372,2022-12-23,2023-12-22,Draft,"(2023-12-22)  VST Engineering, Inc."
800Do000000x8QgIAI,7020697,2064,2064,2064,2022-12-29,2023-12-28,Draft,(2023-12-28)  Best Engineering Solutions and Technologies (CO)
800Do000000x8QhIAI,7020698,2256,2256,2256,2023-01-09,2024-01-08,Draft,"(2024-01-08)  KIT Professionals, Inc. (KIT)"
800Do000000x8QiIAI,7020699,3132,3132,3132,2022-12-29,2023-12-28,Draft,(2023-12-28)  Landworks Studio (KS)
800Do000000x8QjIAI,7020700,1812,1812,1812,2023-01-05,2024-01-04,Draft,(2024-01-04)  John Poe Architects (FL)
800Do000000x8QkIAI,7020701,4224,4224,4224,2023-01-13,2024-01-12,Draft,(2024-01-12)  QK
800Do000000x8QlIAI,7020702,3372,3372,3372,2023-01-18,2024-01-17,Draft,"(2024-01-17)  Webb Engineering Services, Inc."
800Do000000x8QmIAI,7020703,2568,2568,2568,2022-12-29,2023-12-28,Draft,"(2023-12-28)  Hole Montes, Inc."
800Do000000x8QnIAI,7020704,660,660,660,2022-12-29,2023-12-28,Draft,(2023-12-28)  Selbert Perkins Design (SPD) (CA)
800Do000000x8QoIAI,7020705,2652.21,2652.21,2652.21,2023-01-04,2024-01-03,Draft,"(2024-01-03)  Infrasense, Inc. (MA)"
800Do000000x8QpIAI,7020706,8316,8316,8316,2022-12-04,2023-12-03,Draft,"(2023-12-03)  Design Collective, Inc. (web only)"
800Do000000x8QqIAI,7020707,10499.97,10499.97,10499.97,2023-01-05,2024-01-04,Draft,(2024-01-04)  Modjeski and Masters
800Do000000x8QrIAI,7020708,1812,1812,1812,2023-01-08,2024-01-07,Draft,(2024-01-07)  Arminius Consultants
800Do000000x8QsIAI,7020709,3471,3471,3471,2022-08-31,2023-08-30,Draft,(2023-08-30)  GORDON (VA)
800Do000000x8QtIAI,7020710,3980.01,3980.01,3980.01,2023-01-06,2024-01-05,Draft,"(2024-01-05)  Architectural Resources, Inc. (A/R) (NY)"
800Do000000x8QuIAI,7020711,3449.01,3449.01,3449.01,2022-07-12,2023-07-11,Draft,(2023-07-11)  Oneida Engineering Solutions (CA)
800Do000000x8QvIAI,7020712,2256,2256,2256,2022-12-23,2023-12-22,Draft,(2023-12-22)  SSC Inc.
800Do000000x8QwIAI,7020713,3588,3588,3588,2022-12-29,2023-12-28,Draft,(2023-12-28)  Linc Housing (CA)
800Do000000x8QxIAI,7020714,2064,2064,2064,2022-12-29,2023-12-28,Draft,(2023-12-28)  BVG4 Architecture
800Do000000x8QyIAI,7020715,2424,2424,2424,2022-12-29,2023-12-28,Draft,(2023-12-28)  Lammey + Giorgio
800Do000000x8QzIAI,7020716,1944,1944,1944,2022-12-29,2023-12-28,Draft,(2023-12-28)  KWH Engineering (TX)
800Do000000x8R1IAI,7020718,2064,2064,2064,2022-12-29,2023-12-28,Draft,(2023-12-28)  SMA Architecture & Design P.C. (MT)
800Do000000x8R3IAI,7020720,1944,1944,1944,2023-01-15,2024-01-14,Draft,(2024-01-14)  TERVA CORPORATION
800Do000000x8R4IAI,7020721,2208.08,2208.08,2208.08,2023-01-15,2024-01-14,Draft,(2024-01-14)  Emergent Risk Solutions
800Do000000x8R5IAI,7020722,1816,1816,1816,2022-12-31,2023-12-30,Draft,"(2023-12-30)  Merrill Morris Partners, Inc."
800Do000000x8R6IAI,7020723,3924,3924,3924,2022-12-29,2023-12-28,Draft,(2023-12-28)  AE7
800Do000000x8R7IAI,7020724,1944,1944,1944,2022-12-29,2023-12-28,Draft,(2023-12-28)  App Architecture
800Do000000x8R8IAI,7020725,4548,4548,4548,2022-12-29,2023-12-28,Draft,(2023-12-28)  Exult Engineering
800Do000000x8R9IAI,7020726,3376,3376,3376,2022-10-05,2023-10-04,Draft,(2023-10-04)  BPR Consulting Group
800Do000000x8RAIAY,7020727,1808,1808,1808,2022-10-22,2023-10-21,Draft,(2023-10-21)  Warner Larson Landscape Architects (MA)
800Do000000x8RBIAY,7020728,2328,2328,2328,2023-01-15,2024-01-14,Draft,(2024-01-14)  PointNorth Consulting Inc. (WA)
800Do000000x8RCIAY,7020729,4584,4584,4584,2022-12-29,2023-12-28,Draft,(2023-12-28)  True Inspection Services LLC (OH)
800Do000000x8RDIAY,7020730,10494.96,10494.96,10494.96,2022-12-30,2023-12-29,Draft,(2023-12-29)  Terracon (Corporate)
800Do000000x8REIAY,7020731,3156,3156,3156,2022-12-28,2023-12-27,Draft,"(2023-12-27)  Land Planning & Design Associates, Inc."
800Do000000x8RFIAY,7020732,7244.02,7244.02,7244.02,2022-11-29,2023-11-28,Draft,"(2023-11-28)  Frederick Fisher & Partners, Architects (CA)"
800Do000000x8RGIAY,7020733,2322,2322,2322,2023-01-04,2024-01-03,Draft,(2024-01-03)  Pocock Design Solutions (CA)
800Do000000x8RHIAY,7020734,3582,3582,3582,2023-01-08,2024-01-07,Draft,"(2024-01-07)  Barber & Hoffman, Inc."
800Do000000x8RIIAY,7020735,5446.02,5446.02,5446.02,2022-08-29,2023-08-28,Draft,(2023-08-28)  Hacker (OR)
800Do000000x8RJIAY,7020736,5568.01,5568.01,5568.01,2022-12-20,2023-12-19,Draft,(2023-12-19)  Stevens & Wilkinson
800Do000000x8RKIAY,7020737,4344,4344,4344,2023-01-12,2024-01-11,Draft,(2024-01-11)  SummitWest Environmental
800Do000000x8RLIAY,7020738,4724,4724,4724,2022-11-27,2023-11-26,Draft,(2023-11-26)  Schneider Electric (KS)
800Do000000x8RMIAY,7020739,10500.23,10500.23,10500.23,2022-12-29,2023-12-28,Draft,(2023-12-28)  McKinstry (web only)
800Do000000x8ROIAY,7020741,2068,2068,2068,2023-01-09,2024-01-08,Draft,"(2024-01-08)  Providence Engineering and Environmental Group, LLC (LA)"
800Do000000x8RPIAY,7020742,4715.97,4715.97,4715.97,2023-01-15,2024-01-14,Draft,(2024-01-14)  Allen & Shariff
800Do000000x8RQIAY,7020743,2064,2064,2064,2022-12-29,2023-12-28,Draft,"(2023-12-28)  ACAI Associates, Inc.(FL)"
800Do000000x8RRIAY,7020744,3984,3984,3984,2022-12-22,2023-12-21,Draft,(2023-12-21)  OBR Architecture
800Do000000x8RSIAY,7020745,3852,3852,3852,2022-12-29,2023-12-28,Draft,"(2023-12-28)  AWR Engineering, LLC (AK)"
800Do000000x8RTIAY,7020746,2520,2520,2520,2023-01-12,2024-01-11,Draft,(2024-01-11)  VSWC Architects (OH)
800Do000000x8RUIAY,7020747,1814,1814,1814,2022-11-11,2023-11-10,Draft,"(2023-11-10)  Barnhart-Reese Construction, Inc."
800Do000000x8RVIAY,7020748,2700,2700,2700,2022-12-29,2023-12-28,Draft,(2023-12-28)  Bailey Edward (IL)
800Do000000x8RWIAY,7020749,1812,1812,1812,2022-12-29,2023-12-28,Draft,(2023-12-28)  Emerio Design (OR)
800Do000000x8RXIAY,7020750,1806,1806,1806,2022-12-29,2023-12-28,Draft,(2023-12-28)  Monument ROW (CA)
800Do000000x8RYIAY,7020751,5076,5076,5076,2022-10-30,2023-10-29,Draft,(2023-10-29)  Guernsey
800Do000000x8RZIAY,7020752,4737.99,4737.99,4737.99,2022-08-13,2023-08-12,Draft,(2023-08-12)  TVA Architects Inc.
800Do000000x8RbIAI,7020754,5736,5736,5736,2023-01-18,2024-01-17,Draft,"(2024-01-17)  Fennick McCredie Architecture, Ltd."
800Do000000x8RcIAI,7020755,1944,1944,1944,2022-12-29,2023-12-28,Draft,(2023-12-28)  Studio VARA (CA)
800Do000000x8RdIAI,7020756,1812,1812,1812,2023-01-03,2024-01-02,Draft,(2024-01-02)  La Canada Design Group (CA)
800Do000000x8ReIAI,7020757,4482,4482,4482,2023-01-04,2024-01-03,Draft,(2024-01-03)  Testudo Engineering (NM)
800Do000000x8RfIAI,7020758,3492,3492,3492,2023-01-09,2024-01-08,Draft,"(2024-01-08)  Water Works Engineers, LLC (CA)"
800Do000000x8RgIAI,7020759,9828.06,9828.06,9828.06,2023-02-25,2024-02-24,Draft,"(2024-02-24)  Weston Solutions, Inc. (CA)"
800Do000000x8RhIAI,7020760,2448,2448,2448,2022-12-29,2023-12-28,Draft,"(2023-12-28)  GMU Geotechnical, Inc. (CA)"
800Do000000x8RiIAI,7020761,2460,2460,2460,2022-12-26,2023-12-25,Draft,"(2023-12-25)  Mobbil, Inc."
800Do000000x8RjIAI,7020762,1812,1812,1812,2022-12-25,2023-12-24,Draft,"(2023-12-24)  PACT Design Studio, LLC (TX)"
800Do000000x8RkIAI,7020763,2580,2580,2580,2022-12-29,2023-12-28,Draft,(2023-12-28)  Auerbach Glasow (CA)
800Do000000x8RlIAI,7020764,4068,4068,4068,2022-12-29,2023-12-28,Draft,(2023-12-28)  PCL Construction (WA)
800Do000000x8RmIAI,7020765,1812,1812,1812,2023-01-03,2024-01-02,Draft,"(2024-01-02)  Bowen, Collins & Associates (UT)"
