BBAccts,BBAcct,BBVisit,Stats, Reviewing, Bidding,Time on App (minutes),PageViews,List Code, ProView Views, Not Interested, StartDate, EndDate,ARCV,TCV,,Expired Contracts
7168728,7168728-0,5/16/2023 14:50,Review:16  BId:6  Tmins:139 PageViews:76,16,6,139,76,Prime Subcontractors,38966,2,4/1/2021,3/31/2023,"$7,977.60 ","$15,955.20 ",,
7248647,7248647-0,4/7/2023 9:46,Review:2  BId:0  Tmins:1 PageViews:0,2,0,1,0,SubContractor/Supplier,2580,0,4/1/2021,3/31/2023,"$2,880.00 ","$5,760.00 ",,
7305164,7305164-0,5/16/2023 9:09,Review:17  BId:3  Tmins:75 PageViews:23,17,3,75,23,SubContractor/Supplier,15523,3,4/1/2022,3/31/2023,"$2,880.00 ","$2,880.00 ",,
7362009,7362009-0,5/15/2023 15:14,Review:8  BId:2  Tmins:62 PageViews:14,8,2,62,14,SubContractor/Supplier,9875,2,4/1/2022,3/31/2023,"$1,740.00 ","$1,740.00 ",,
7418665,7418665-0,2/28/2023 16:35,Review:2  BId:1  Tmins:3 PageViews:2,2,1,3,2,SubContractor/Supplier,5138,5,4/1/2022,3/31/2023,"$2,148.00 ","$2,148.00 ",,
7485989,7485989-0,2/1/2023 18:42,Review:3  BId:8  Tmins:2 PageViews:0,3,8,2,0,SubContractor/Supplier,3778,13,4/1/2021,3/31/2023,"$1,668.00 ","$3,336.00 ",,
7504020,7504020-0,1/26/2023 10:56,Review:0  BId:0  Tmins:1 PageViews:0,0,0,1,0,General Contractors,16742,0,4/1/2021,3/31/2023,"$1,200.00 ","$2,400.00 ",,
7508953,7508953-0,1/18/2023 11:53,Review:1  BId:32  Tmins:6 PageViews:0,1,32,6,0,General Contractors,39131,0,4/1/2021,3/31/2023,"$2,628.00 ","$5,256.00 ",,
7640138,7640138-0,2/16/2023 18:35,Review:5  BId:0  Tmins:10 PageViews:4,5,0,10,4,SubContractor/Supplier,4276,0,4/1/2021,3/31/2023,"$1,668.00 ","$3,336.00 ",,
7660515,7660515-0,5/10/2023 10:02,Review:90  BId:0  Tmins:88 PageViews:48,90,0,88,48,Prime Subcontractors,9003,12,4/1/2021,3/31/2023,"$4,223.70 ","$8,447.40 ",,
7792113,7792113-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,2179,0,4/1/2021,3/31/2023,"$1,740.00 ","$3,480.00 ",,
7874763,7874763-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,General Contractors,35783,0,4/1/2021,3/31/2023,"$2,772.00 ","$5,544.00 ",,
7882451,7882451-0,,Review:0  BId:1  Tmins: PageViews:,0,1,,,SubContractor/Supplier,5695,0,4/1/2021,3/31/2023,"$1,200.00 ","$2,400.00 ",,
8093747,8093747-0,4/6/2023 22:58,Review:6  BId:6  Tmins:22 PageViews:3,6,6,22,3,SubContractor/Supplier,11938,1,4/1/2021,3/31/2023,"$11,972.85 ","$23,945.70 ",,
8288196,8288196-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,3102,0,4/1/2021,3/31/2023,"$2,772.00 ","$5,544.00 ",,
8416658,8416658-0,5/5/2023 19:40,Review:7  BId:2  Tmins:45 PageViews:6,7,2,45,6,General Contractors,13399,0,4/1/2022,3/31/2023,"$2,940.00 ","$2,940.00 ",,
8522793,8522793-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,1332,0,4/1/2022,3/31/2023,"$1,740.00 ","$1,740.00 ",,
8523581,8523581-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,25468,0,4/1/2021,3/31/2023,"$3,120.00 ","$6,240.00 ",,
8553174,8553174-0,,Review:6  BId:1  Tmins: PageViews:,6,1,,,General Contractors,89311,1,4/1/2021,3/31/2023,"$4,140.00 ","$8,280.00 ",,
8557895,8557895-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,2391,0,4/1/2021,3/31/2023,"$1,740.00 ","$3,480.00 ",,
8612135,8612135-0,5/13/2023 14:10,Review:288  BId:10  Tmins:34 PageViews:26,288,10,34,26,SubContractor/Supplier,6301,0,4/1/2021,3/31/2023,"$3,000.00 ","$6,000.00 ",,
8623749,8623749-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,General Contractors,30809,0,4/1/2021,3/31/2023,"$4,500.00 ","$9,000.00 ",,
8624698,8624698-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,5774,0,4/1/2021,3/31/2023,"$1,740.00 ","$3,480.00 ",,
8625552,8625552-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,1273,0,4/1/2021,3/31/2023,"$2,880.00 ","$5,760.00 ",,
8625903,8625903-0,,Review:7  BId:4  Tmins: PageViews:,7,4,,,SubContractor/Supplier,1384,0,4/1/2021,3/31/2023,"$1,200.00 ","$2,400.00 ",,
8627692,8627692-0,3/17/2023 11:22,Review:1  BId:0  Tmins:2 PageViews:0,1,0,2,0,SubContractor/Supplier,1123,14,4/1/2021,3/31/2023,"$1,740.00 ","$3,480.00 ",,
8629346,8629346-0,1/30/2023 19:36,Review:1  BId:0  Tmins:1 PageViews:0,1,0,1,0,Prime Subcontractors,13947,0,4/1/2021,3/31/2023,"$3,360.00 ","$6,720.00 ",,
8629427,8629427-0,3/9/2023 21:53,Review:2  BId:0  Tmins:4 PageViews:3,2,0,4,3,SubContractor/Supplier,1653,0,4/1/2021,3/31/2023,"$2,880.00 ","$5,760.00 ",,
8631378,8631378-0,3/22/2023 12:56,Review:0  BId:4  Tmins:15 PageViews:3,0,4,15,3,SubContractor/Supplier,4181,0,4/1/2021,3/31/2023,"$1,200.00 ","$2,400.00 ",,
8767217,8767217-0,,Review:3  BId:0  Tmins: PageViews:,3,0,,,SubContractor/Supplier,5512,0,4/1/2022,3/31/2023,"$1,200.00 ","$1,200.00 ",,
8837073,8837073-0,4/29/2023 10:46,Review:11  BId:1  Tmins:22 PageViews:11,11,1,22,11,SubContractor/Supplier,796,0,4/1/2022,3/31/2023,"$1,740.00 ","$1,740.00 ",,
8876637,8876637-0,,Review:3  BId:0  Tmins: PageViews:,3,0,,,SubContractor/Supplier,1569,0,4/1/2022,3/31/2023,"$2,880.00 ","$2,880.00 ",,
8877761,8877761-0,,Review:4  BId:1  Tmins: PageViews:,4,1,,,SubContractor/Supplier,5117,1,4/1/2022,3/31/2023,"$6,420.00 ","$6,420.00 ",,
8878624,8878624-0,4/26/2023 11:08,Review:24  BId:14  Tmins:24 PageViews:23,24,14,24,23,SubContractor/Supplier,5539,13,4/1/2022,3/31/2023,"$1,740.00 ","$1,740.00 ",,
8884639,8884639-0,5/16/2023 12:32,Review:20  BId:5  Tmins:98 PageViews:39,20,5,98,39,SubContractor/Supplier,4793,1,4/1/2022,3/31/2023,"$1,740.00 ","$1,740.00 ",,
286964,286964-0,3/30/2023 8:37,Review:18  BId:0  Tmins:8 PageViews:4,18,0,8,4,SubContractor/Supplier,21137,1,5/1/2021,4/30/2023,"$4,872.00 ","$9,744.00 ",,
313167,313167-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,SubContractor/Supplier,10244,0,5/1/2021,4/30/2023,"$3,360.00 ","$6,720.00 ",,
405411,405411-0,,Review:18  BId:0  Tmins: PageViews:,18,0,,,Prime Subcontractors,8529,0,5/1/2021,4/30/2023,"$1,740.00 ","$3,480.00 ",,
427544,427544-0,3/20/2023 20:33,Review:4  BId:0  Tmins:4 PageViews:3,4,0,4,3,General Contractors,14785,0,5/1/2021,4/30/2023,"$1,200.00 ","$2,400.00 ",,
508066,508066-0,5/11/2023 8:13,Review:9  BId:1  Tmins:24 PageViews:7,9,1,24,7,SubContractor/Supplier,12244,0,5/1/2021,4/30/2023,"$4,297.80 ","$8,595.60 ",,
773436,773436-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,4065,0,5/1/2021,4/30/2023,"$4,594.20 ","$9,188.40 ",,
1035171,1035171-0,,Review:0  BId:1  Tmins: PageViews:,0,1,,,General Contractors,32219,1,5/1/2021,4/30/2023,"$1,200.00 ","$2,400.00 ",,
2113152,2113152-0,,Review:7  BId:3  Tmins: PageViews:,7,3,,,SubContractor/Supplier,18914,0,5/1/2021,4/30/2023,"$4,890.60 ","$9,781.20 ",,
4421993,4421993-0,4/7/2023 10:06,Review:3  BId:1  Tmins:26 PageViews:6,3,1,26,6,SubContractor/Supplier,6997,2,5/1/2022,4/30/2023,"$1,668.00 ","$1,668.00 ",,
4998033,4998033-0,,Review:12  BId:0  Tmins: PageViews:,12,0,,,General Contractors,22994,1,5/1/2022,4/30/2023,"$2,940.00 ","$2,940.00 ",,
5291426,5291426-0,4/12/2023 12:10,Review:14  BId:2  Tmins:95 PageViews:25,14,2,95,25,SubContractor/Supplier,9059,8,5/1/2022,4/30/2023,"$2,712.00 ","$2,712.00 ",,
5525269,5525269-0,4/25/2023 8:54,Review:1  BId:0  Tmins:6 PageViews:0,1,0,6,0,SubContractor/Supplier,3782,0,5/1/2021,4/30/2023,"$4,474.50 ","$8,949.00 ",,
5624332,5624332-0,4/20/2023 18:22,Review:2  BId:0  Tmins:1 PageViews:0,2,0,1,0,Prime Subcontractors,15113,0,5/1/2021,4/30/2023,"$4,308.00 ","$8,616.00 ",,
5945980,5945980-0,4/25/2023 11:27,Review:0  BId:1  Tmins:1 PageViews:0,0,1,1,0,General Contractors,57724,0,5/1/2021,4/30/2023,"$2,713.20 ","$5,426.40 ",,
5999149,5999149-0,5/4/2023 9:40,Review:42  BId:35  Tmins:4 PageViews:3,42,35,4,3,SubContractor/Supplier,5109,36,5/1/2021,4/30/2023,"$10,920.00 ","$21,840.00 ",,
6504105,6504105-0,4/17/2023 14:12,Review:7  BId:0  Tmins:6 PageViews:0,7,0,6,0,SubContractor/Supplier,10517,0,5/1/2022,4/30/2023,"$1,668.00 ","$1,668.00 ",,
7008572,7008572-0,3/13/2023 10:38,Review:2  BId:0  Tmins:23 PageViews:12,2,0,23,12,SubContractor/Supplier,4593,0,5/1/2021,4/30/2023,"$3,465.60 ","$6,931.20 ",,
7041061,7041061-0,5/12/2023 17:57,Review:4  BId:0  Tmins:5 PageViews:1,4,0,5,1,Prime Subcontractors,5196,1,5/1/2021,4/30/2023,"$2,784.00 ","$5,568.00 ",,
7138280,7138280-0,,Review:7  BId:0  Tmins: PageViews:,7,0,,,SubContractor/Supplier,4998,5,5/1/2021,4/30/2023,"$5,700.00 ","$11,400.00 ",,
7226894,7226894-0,5/10/2023 10:38,Review:17  BId:18  Tmins:124 PageViews:52,17,18,124,52,Prime Subcontractors,8370,127,5/1/2021,4/30/2023,"$1,707.60 ","$3,415.20 ",,
7240027,7240027-0,,Review:11  BId:0  Tmins: PageViews:,11,0,,,General Contractors,88840,4,5/1/2021,4/30/2023,"$6,274.80 ","$12,549.60 ",,
7283946,7283946-0,2/8/2023 15:18,Review:10  BId:3  Tmins:14 PageViews:12,10,3,14,12,SubContractor/Supplier,29198,0,5/1/2021,4/30/2023,"$3,873.00 ","$7,746.00 ",,
7334099,7334099-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,10469,1,5/1/2021,4/30/2023,"$1,740.00 ","$3,480.00 ",,
7421648,7421648-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,4282,0,5/1/2021,4/30/2023,"$1,200.00 ","$2,400.00 ",,
7788596,7788596-0,3/16/2023 15:34,Review:19  BId:0  Tmins:20 PageViews:8,19,0,20,8,SubContractor/Supplier,6131,1,5/1/2021,4/30/2023,"$1,668.00 ","$3,336.00 ",,
7803619,7803619-0,4/14/2023 17:35,Review:1  BId:3  Tmins:7 PageViews:3,1,3,7,3,SubContractor/Supplier,7529,0,5/1/2021,4/30/2023,"$1,740.00 ","$3,480.00 ",,
7872401,7872401-0,,Review:4  BId:1  Tmins: PageViews:,4,1,,,SubContractor/Supplier,2619,0,5/1/2021,4/30/2023,"$1,668.00 ","$3,336.00 ",,
7882826,7882826-0,4/28/2023 14:12,Review:2  BId:0  Tmins:7 PageViews:0,2,0,7,0,SubContractor/Supplier,2153,0,5/1/2021,4/30/2023,"$1,200.00 ","$2,400.00 ",,
7897262,7897262-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,4752,0,5/1/2021,4/30/2023,"$9,720.00 ","$19,440.00 ",,
7900634,7900634-0,5/3/2023 15:16,Review:27  BId:25  Tmins:38 PageViews:16,27,25,38,16,Prime Subcontractors,12004,8,5/1/2021,4/30/2023,"$9,234.00 ","$18,468.00 ",,
7911149,7911149-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,SubContractor/Supplier,4079,0,5/1/2021,4/30/2023,"$1,740.00 ","$3,480.00 ",,
7927121,7927121-0,,Review:10  BId:1  Tmins: PageViews:,10,1,,,SubContractor/Supplier,8289,0,5/1/2021,4/30/2023,"$2,772.00 ","$5,544.00 ",,
8039057,8039057-0,5/5/2023 16:30,Review:2  BId:0  Tmins:4 PageViews:4,2,0,4,4,SubContractor/Supplier,7415,4,5/1/2021,4/30/2023,"$1,740.00 ","$3,480.00 ",,
8042068,8042068-0,3/17/2023 10:29,Review:1  BId:0  Tmins:7 PageViews:2,1,0,7,2,SubContractor/Supplier,1223,0,5/1/2021,4/30/2023,"$1,200.00 ","$2,400.00 ",,
8316569,8316569-0,3/30/2023 13:17,Review:11  BId:0  Tmins:23 PageViews:4,11,0,23,4,Prime Subcontractors,9569,1,5/1/2021,4/30/2023,"$2,856.00 ","$5,712.00 ",,
8347070,8347070-0,4/6/2023 12:31,Review:3  BId:3  Tmins:11 PageViews:4,3,3,11,4,SubContractor/Supplier,707,0,5/1/2021,4/30/2023,"$1,740.00 ","$3,480.00 ",,
8413269,8413269-0,3/7/2023 11:46,Review:4  BId:0  Tmins:4 PageViews:1,4,0,4,1,SubContractor/Supplier,4166,1,5/1/2021,4/30/2023,"$3,255.00 ","$6,510.00 ",,
8479237,8479237-0,4/27/2023 1:25,Review:5  BId:8  Tmins:53 PageViews:6,5,8,53,6,SubContractor/Supplier,3376,0,5/1/2022,4/30/2023,"$1,740.00 ","$1,740.00 ",,
8524244,8524244-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,3582,0,5/1/2021,4/30/2023,"$5,220.00 ","$10,440.00 ",,
8551929,8551929-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,5059,0,5/1/2021,4/30/2023,"$1,200.00 ","$2,400.00 ",,
8577061,8577061-0,4/18/2023 17:51,Review:15  BId:2  Tmins:4 PageViews:3,15,2,4,3,SubContractor/Supplier,576,0,5/1/2021,4/30/2023,"$1,200.00 ","$2,400.00 ",,
8628685,8628685-0,4/14/2023 10:30,Review:6  BId:0  Tmins:15 PageViews:6,6,0,15,6,Prime Subcontractors,13718,0,5/1/2021,4/30/2023,"$5,220.00 ","$10,440.00 ",,
8632613,8632613-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,Prime Subcontractors,5336,0,5/1/2021,4/30/2023,"$2,370.00 ","$4,740.00 ",,
8633014,8633014-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,530,0,5/1/2021,4/30/2023,"$5,340.00 ","$10,680.00 ",,
8633162,8633162-0,4/26/2023 10:16,Review:1  BId:1  Tmins:2 PageViews:0,1,1,2,0,Prime Subcontractors,5480,0,5/1/2021,4/30/2023,"$6,840.00 ","$13,680.00 ",,
8633180,8633180-0,5/16/2023 13:45,Review:3  BId:0  Tmins:9 PageViews:2,3,0,9,2,SubContractor/Supplier,2667,0,5/1/2021,4/30/2023,"$10,440.00 ","$20,880.00 ",,
8633376,8633376-0,3/23/2023 17:26,Review:0  BId:0  Tmins:1 PageViews:0,0,0,1,0,SubContractor/Supplier,598,0,5/1/2021,4/30/2023,"$1,740.00 ","$3,480.00 ",,
8635703,8635703-0,4/18/2023 14:09,Review:0  BId:0  Tmins:5 PageViews:0,0,0,5,0,SubContractor/Supplier,18096,0,5/1/2021,4/30/2023,"$2,880.00 ","$5,760.00 ",,
8778222,8778222-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,General Contractors,13503,0,5/1/2022,4/30/2023,"$1,200.00 ","$1,200.00 ",,
8822691,8822691-0,,Review:19  BId:9  Tmins: PageViews:,19,9,,,SubContractor/Supplier,188,0,5/1/2022,4/30/2023,"$1,740.00 ","$1,740.00 ",,
8843064,8843064-0,,Review:8  BId:0  Tmins: PageViews:,8,0,,,SubContractor/Supplier,7925,0,5/1/2022,4/30/2023,"$1,500.00 ","$1,500.00 ",,
8856160,8856160-0,3/23/2023 13:03,Review:1  BId:5  Tmins:6 PageViews:3,1,5,6,3,SubContractor/Supplier,809,0,5/1/2022,4/30/2023,"$2,340.00 ","$2,340.00 ",,
8886790,8886790-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,1629,0,5/1/2022,4/30/2023,"$2,940.00 ","$2,940.00 ",,
8887589,8887589-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,1995,0,5/1/2022,4/30/2023,"$1,740.00 ","$1,740.00 ",,
8888042,8888042-0,4/20/2023 17:13,Review:5  BId:0  Tmins:18 PageViews:2,5,0,18,2,SubContractor/Supplier,739,0,5/1/2022,4/30/2023,"$1,740.00 ","$1,740.00 ",,
8888820,8888820-0,,Review:5  BId:0  Tmins: PageViews:,5,0,,,SubContractor/Supplier,26436,0,5/1/2022,4/30/2023,"$4,080.00 ","$4,080.00 ",,
8888842,8888842-0,3/29/2023 10:47,Review:51  BId:4  Tmins:103 PageViews:46,51,4,103,46,SubContractor/Supplier,2371,5,5/1/2022,4/30/2023,"$2,820.00 ","$2,820.00 ",,
8889323,8889323-0,4/13/2023 14:29,Review:67  BId:1  Tmins:3 PageViews:3,67,1,3,3,SubContractor/Supplier,2929,2,5/1/2022,4/30/2023,"$1,740.00 ","$1,740.00 ",,
8893512,8893512-0,,Review:30  BId:0  Tmins: PageViews:,30,0,,,Prime Subcontractors,2109,61,5/1/2022,4/30/2023,"$3,000.00 ","$3,000.00 ",,
8893550,8893550-0,4/1/2023 20:36,Review:6  BId:5  Tmins:11 PageViews:1,6,5,11,1,SubContractor/Supplier,1445,3,5/1/2022,4/30/2023,"$1,200.00 ","$1,200.00 ",,
8894013,8894013-0,5/1/2023 17:45,Review:5  BId:0  Tmins:3 PageViews:2,5,0,3,2,SubContractor/Supplier,501,0,5/1/2022,4/30/2023,"$1,740.00 ","$1,740.00 ",,
8894154,8894154-0,2/25/2023 7:13,Review:12  BId:0  Tmins:3 PageViews:0,12,0,3,0,SubContractor/Supplier,3187,18,5/1/2022,4/30/2023,"$3,000.00 ","$3,000.00 ",,
8917116,8917116-0,4/13/2023 10:40,Review:2  BId:0  Tmins:1 PageViews:0,2,0,1,0,SubContractor/Supplier,1845,1,5/1/2022,4/30/2023,"$1,740.00 ","$1,740.00 ",,
8919643,8919643-0,4/3/2023 16:15,Review:4  BId:2  Tmins:6 PageViews:3,4,2,6,3,SubContractor/Supplier,653,0,5/1/2022,4/30/2023,"$1,740.00 ","$1,740.00 ",,
8921406,8921406-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,SubContractor/Supplier,1987,4,5/1/2022,4/30/2023,"$2,340.00 ","$2,340.00 ",,
3744,3744-0,3/28/2023 10:31,Review:9  BId:2  Tmins:11 PageViews:9,9,2,11,9,SubContractor/Supplier,28346,10,6/1/2021,5/31/2023,"$1,883.75 ","$4,110.00 ",,
51886,51886-0,,Review:5  BId:0  Tmins: PageViews:,5,0,,,SubContractor/Supplier,3512,0,6/1/2021,5/31/2023,"$11,982.00 ","$23,964.00 ",,
128066,128066-0,4/28/2023 9:14,Review:71  BId:0  Tmins:125 PageViews:39,71,0,125,39,SubContractor/Supplier,102678,5,6/1/2021,5/31/2023,"$1,740.00 ","$3,480.00 ",,
825344,825344-0,,Review:35  BId:1  Tmins: PageViews:,35,1,,,SubContractor/Supplier,1342,1,6/1/2021,5/31/2023,"$2,604.00 ","$5,208.00 ",,
982040,982040-0,5/16/2023 13:22,Review:68  BId:7  Tmins:262 PageViews:69,68,7,262,69,Prime Subcontractors,11166,1,6/1/2021,5/31/2023,"$3,972.00 ","$7,944.00 ",,
1378435,1378435-0,,Review:3  BId:0  Tmins: PageViews:,3,0,,,SubContractor/Supplier,3543,5,6/1/2021,5/31/2023,"$2,199.00 ","$4,398.00 ",,
2089299,2089299-0,5/15/2023 16:37,Review:0  BId:0  Tmins:11 PageViews:0,0,0,11,0,General Contractors,31395,0,6/1/2021,5/31/2023,"$3,096.00 ","$6,192.00 ",,
2303500,2303500-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,2520,0,6/1/2021,5/31/2023,"$1,200.00 ","$2,400.00 ",,
4173263,4173263-0,,Review:1  BId:1  Tmins: PageViews:,1,1,,,SubContractor/Supplier,3404,1,6/1/2021,5/31/2023,"$1,740.00 ","$3,480.00 ",,
4256532,4256532-0,1/31/2023 15:48,Review:6  BId:1  Tmins:2 PageViews:0,6,1,2,0,SubContractor/Supplier,31999,0,6/1/2021,5/31/2023,"$3,252.00 ","$6,504.00 ",,
4699935,4699935-0,5/2/2023 17:29,Review:22  BId:4  Tmins:9 PageViews:2,22,4,9,2,SubContractor/Supplier,6234,0,6/1/2022,5/31/2023,"$4,140.00 ","$8,280.00 ",,
4719501,4719501-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,825,0,6/1/2022,5/31/2023,"$1,668.00 ","$3,336.00 ",,
4742657,4742657-0,5/11/2023 12:38,Review:4  BId:2  Tmins:42 PageViews:4,4,2,42,4,SubContractor/Supplier,42096,3,6/1/2021,5/31/2023,"$2,880.00 ","$5,760.00 ",,
4974254,4974254-0,4/21/2023 15:05,Review:1  BId:0  Tmins:4 PageViews:4,1,0,4,4,SubContractor/Supplier,6793,0,6/1/2021,5/31/2023,"$1,668.00 ","$1,668.00 ",,
5709061,5709061-0,,Review:3  BId:0  Tmins: PageViews:,3,0,,,SubContractor/Supplier,5179,0,6/1/2021,5/31/2023,"$3,168.00 ","$6,336.00 ",,
5811795,5811795-0,5/16/2023 15:32,Review:5  BId:5  Tmins:2 PageViews:1,5,5,2,1,Prime Subcontractors,5588,0,6/1/2021,5/31/2023,"$7,620.00 ","$15,240.00 ",,
5934945,5934945-0,3/30/2023 13:32,Review:5  BId:53  Tmins:50 PageViews:17,5,53,50,17,SubContractor/Supplier,2120,0,6/1/2022,5/31/2023,"$5,500.50 ","$11,001.00 ",,
6058744,6058744-0,4/17/2023 0:01,Review:1  BId:0  Tmins:5 PageViews:0,1,0,5,0,SubContractor/Supplier,1871,0,6/1/2021,5/31/2023,"$5,885.00 ","$12,840.00 ",,
6186030,6186030-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,261,0,6/1/2022,5/31/2023,"$1,740.00 ","$3,480.00 ",,
6220895,6220895-0,5/5/2023 9:22,Review:40  BId:5  Tmins:8 PageViews:1,40,5,8,1,SubContractor/Supplier,15478,17,6/1/2021,5/31/2023,"$1,200.00 ","$2,400.00 ",,
6416947,6416947-0,5/3/2023 15:30,Review:1  BId:0  Tmins:9 PageViews:0,1,0,9,0,SubContractor/Supplier,1843,0,6/1/2021,5/31/2023,"$3,288.00 ","$6,576.00 ",,
6495883,6495883-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,1544,0,6/1/2021,5/31/2023,"$3,336.90 ","$6,673.80 ",,
6568739,6568739-0,3/23/2023 15:03,Review:16  BId:2  Tmins:29 PageViews:14,16,2,29,14,SubContractor/Supplier,568,22,6/1/2021,5/31/2023,"$2,880.00 ","$5,760.00 ",,
6694078,6694078-0,4/27/2023 10:22,Review:0  BId:0  Tmins:33 PageViews:2,0,0,33,2,SubContractor/Supplier,14676,0,6/1/2021,5/31/2023,"$1,740.00 ","$3,480.00 ",,
7472551,7472551-0,4/18/2023 14:49,Review:1  BId:0  Tmins:2 PageViews:0,1,0,2,0,SubContractor/Supplier,2433,0,6/1/2021,5/31/2023,"$6,723.00 ","$13,446.00 ",,
7655995,7655995-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,General Contractors,17581,0,6/1/2021,5/31/2023,"$2,370.00 ","$4,740.00 ",,
7669939,7669939-0,5/16/2023 18:13,Review:43  BId:4  Tmins:269 PageViews:70,43,4,269,70,Prime Subcontractors,7755,27,6/1/2021,5/31/2023,"$2,400.00 ","$4,800.00 ",,
7848821,7848821-0,4/19/2023 14:42,Review:10  BId:1  Tmins:1 PageViews:0,10,1,1,0,SubContractor/Supplier,1925,3,6/1/2021,5/31/2023,"$10,920.00 ","$21,840.00 ",,
8044412,8044412-0,5/15/2023 16:25,Review:16  BId:0  Tmins:23 PageViews:12,16,0,23,12,SubContractor/Supplier,11362,2,6/1/2021,5/31/2023,"$2,268.00 ","$4,536.00 ",,
8279165,8279165-0,4/30/2023 23:00,Review:34  BId:13  Tmins:210 PageViews:86,34,13,210,86,Prime Subcontractors,5640,28,6/1/2021,5/31/2023,"$10,980.00 ","$21,960.00 ",,
8308562,8308562-0,1/19/2023 16:29,Review:4  BId:0  Tmins:5 PageViews:2,4,0,5,2,SubContractor/Supplier,34835,0,6/1/2021,5/31/2023,"$3,480.00 ","$6,960.00 ",,
8321751,8321751-0,5/16/2023 9:54,Review:28  BId:12  Tmins:75 PageViews:42,28,12,75,42,SubContractor/Supplier,6991,2,6/1/2021,5/31/2023,"$3,972.00 ","$7,944.00 ",,
8461812,8461812-0,1/12/2023 20:00,Review:5  BId:0  Tmins:2 PageViews:1,5,0,2,1,SubContractor/Supplier,3098,0,6/1/2021,5/31/2023,"$4,474.50 ","$8,949.00 ",,
8479786,8479786-0,4/27/2023 23:30,Review:16  BId:4  Tmins:2 PageViews:0,16,4,2,0,Prime Subcontractors,14106,2,6/1/2021,5/31/2023,"$1,740.00 ","$3,480.00 ",,
8625052,8625052-0,3/27/2023 9:29,Review:0  BId:0  Tmins:4 PageViews:0,0,0,4,0,SubContractor/Supplier,1298,0,6/1/2021,5/31/2023,"$1,740.00 ","$3,480.00 ",,
8625966,8625966-0,2/10/2023 10:42,Review:10  BId:1  Tmins:1 PageViews:1,10,1,1,1,SubContractor/Supplier,7057,1,6/1/2021,5/31/2023,"$3,918.00 ","$7,836.00 ",,
8628216,8628216-0,4/13/2023 15:48,Review:20  BId:2  Tmins:10 PageViews:8,20,2,10,8,SubContractor/Supplier,1903,0,6/1/2022,5/31/2023,"$2,880.00 ","$5,760.00 ",,
8633566,8633566-0,5/4/2023 11:26,Review:5  BId:0  Tmins:6 PageViews:0,5,0,6,0,SubContractor/Supplier,4241,38,6/1/2021,5/31/2023,"$2,400.00 ","$4,800.00 ",,
8638827,8638827-0,4/24/2023 10:28,Review:70  BId:2  Tmins:4 PageViews:0,70,2,4,0,Prime Subcontractors,3929,1,6/1/2021,5/31/2023,"$1,740.00 ","$3,480.00 ",,
8639291,8639291-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,1318,0,6/1/2021,5/31/2023,"$1,200.00 ","$2,400.00 ",,
8640498,8640498-0,,Review:7  BId:1  Tmins: PageViews:,7,1,,,SubContractor/Supplier,5242,2,6/1/2021,5/31/2023,"$2,466.00 ","$4,932.00 ",,
8642094,8642094-0,,Review:24  BId:1  Tmins: PageViews:,24,1,,,SubContractor/Supplier,1542,1,6/1/2021,5/31/2023,"$4,719.60 ","$9,439.20 ",,
