Id,Name,breadwinner_ns__CompanyName__c,breadwinner_ns__InternalId__c,breadwinner_ns__ExternalId__c,breadwinner_ns__Salesforce_Account__c
a9FDo000000ToLXMA0,8768695-0,Apollo Construction LLC,413777,8768695-0,
a9FDo000000ToLWMA0,8364961-0,"Hydroscapes, Inc.",413769,8364961-0,
a9FDo000000ToLVMA0,8785308-0,OTW Builders LLC,413767,8785308-0,
a9FDo000000ToLUMA0,8804289-0,The MPC Group,413766,8804289-0,
a9FDo000000ToLTMA0,6568739-0,Floor Coverings International,413764,6568739-0,
a9FDo000000ToLSMA0,870599-0,"CHESCO Coring & Cutting, Inc.",413763,870599-0,
a9FDo000000ToLRMA0,7161474-0,"CHESCO Coring & Cutting, Inc.",413762,7161474-0,
a9FDo000000ToLQMA0,8849591-0,Jac Painting Inc.,413759,8849591-0,
a9FDo000000ToLPMA0,7917682-0,Daniels Plumbing,413757,7917682-0,
a9FDo000000ToLOMA0,5976560-0,Today's Labors,413746,5976560-0,
a9FDo000000ToLNMA0,7334433-0,BQ Basements and Concrete,413745,7334433-0,
a9FDo000000ToLMMA0,8561407-0,360 Painting,413744,8561407-0,
a9FDo000000ToLLMA0,658433-0,Compass Sign,413743,658433-0,
a9FDo000000ToLJMA0,7964168-0,Pilot Trucking And Excavating LLC,413732,7964168-0,
a9FDo000000ToLKMA0,8853145-0,JD Landworx,413738,8853145-0,
a9FDo000000ToKpMAK,3422359-0,Premier Maintenance,413607,3422359-0,
a9FDo000000ToKqMAK,8603347-0,Darts Contracting Co.,413609,8603347-0,
a9FDo000000ToKrMAK,8873746-0,"Akson Construction NY, Inc.",413610,8873746-0,
a9FDo000000ToKsMAK,4602626-0,Westchester Design Center,413617,4602626-0,
a9FDo000000ToKtMAK,8625041-0,Alpex Contracting,413618,8625041-0,
a9FDo000000ToKuMAK,190061-0,Merola Contracting Corp.,413620,190061-0,
a9FDo000000ToKvMAK,461695-0,Woodtronics Millwork LLC,413621,461695-0,
a9FDo000000ToKwMAK,8283781-0,Certified Testing Laboratories,413624,8283781-0,
a9FDo000000ToKxMAK,8892002-0,Tricone Construction & Management Inc.,413626,8892002-0,
a9FDo000000ToKyMAK,8567965-0,RSBM Group,413631,8567965-0,
a9FDo000000ToKzMAK,8567966-0,RSBM Excavating,413632,8567966-0,
a9FDo000000ToL0MAK,8626229-0,Pentinco NYC Inc.,413634,8626229-0,
a9FDo000000ToL1MAK,258977-0,Cow Bay Contracting,413636,258977-0,
a9FDo000000ToL2MAK,139581-0,A Marble Terrazzo Olympic,413637,139581-0,
a9FDo000000ToL3MAK,658639-0,MDSG Studio,413638,658639-0,
a9FDo000000ToL4MAK,8301048-0,MN Safety Consulting,413644,8301048-0,
a9FDo000000ToL5MAK,7049723-0,Sean D. Clarke Construction Services,413645,7049723-0,
a9FDo000000ToL6MAK,4708637-0,"Birns Telecommunications, Inc.",413646,4708637-0,
a9FDo000000ToL7MAK,8839160-0,United Star Construction and Remodeling Corp.,413648,8839160-0,
a9FDo000000ToL8MAK,7316486-0,Quetzal NYC,413650,7316486-0,
a9FDo000000ToL9MAK,8770170-0,"WIS Services, Inc.",413663,8770170-0,
a9FDo000000ToLAMA0,8539622-0,FPL Fabricators & Erectors Group LLC,413665,8539622-0,
a9FDo000000ToLBMA0,7522320-0,"TMI & Partners, Ltd.",413667,7522320-0,
a9FDo000000ToLCMA0,1121623-0,"Island Asphalt, Inc.",413682,1121623-0,
a9FDo000000ToLDMA0,5865562-0,IAC Indoor Air Care Professionals Inc.,413690,5865562-0,
a9FDo000000ToLEMA0,5697981-0,Big John's Portable Toilets LLC,413691,5697981-0,
a9FDo000000ToLFMA0,6993442-0,Continuum LLC,413693,6993442-0,
a9FDo000000ToLGMA0,7648078-0,"Grove's Precision Contractors, Inc.",413700,7648078-0,
a9FDo000000ToLHMA0,8633125-0,Roger Landscaping & Concrete LLC,413701,8633125-0,
a9FDo000000ToLIMA0,7380468-0,"Nickel Electric, Inc.",413704,7380468-0,
a9FDo000000ToKVMA0,7838678-0,Williams Electrical Mechanical Group Inc.,413494,7838678-0,
a9FDo000000ToKWMA0,5576434-0,Rehab Investment Property Group LLC,413515,5576434-0,
a9FDo000000ToKUMA0,8625230-0,Booca Paving,413491,8625230-0,
a9FDo000000ToKTMA0,8633014-0,Brothers That Just Do Gutters,413490,8633014-0,
a9FDo000000ToKSMA0,8490548-0,Onofreo Home Comfort Systems,413486,8490548-0,
a9FDo000000ToKRMA0,8603568-0,Regonini Industries,413483,8603568-0,
a9FDo000000ToKQMA0,7846390-0,Robert G. Fortin Electrical Contractor,413482,7846390-0,
a9FDo000000ToKPMA0,4605151-0,Mathews Oil Co.,413466,4605151-0,
a9FDo000000ToKOMA0,214402-0,"Eastern Fire Protection, LLC",413462,214402-0,
a9FDo000000ToKNMA0,7869511-0,RV Painting,413460,7869511-0,
a9FDo000000ToKMMA0,8543644-0,"American Electrical Systems, Inc.",413452,8543644-0,
a9FDo000000ToKLMA0,7156014-0,Lopez Landscaping,413447,7156014-0,
a9FDo000000ToKoMAK,8553681-0,Professional Team Construction,413600,8553681-0,
a9FDo000000ToKXMA0,8881152-0,Clean and Absolute LLC,413519,8881152-0,
a9FDo000000ToKYMA0,4426625-0,Centurion Companies Inc.,413525,4426625-0,
a9FDo000000ToKZMA0,8608464-0,Avisight,413531,8608464-0,
a9FDo000000ToKaMAK,7913720-0,Parkway Paving LLC,413535,7913720-0,
a9FDo000000ToKbMAK,8825529-0,BTM Roofing Company,413540,8825529-0,
a9FDo000000ToKcMAK,7267184-0,Architectural Interiors & Millwork,413544,7267184-0,
a9FDo000000ToKdMAK,8602727-0,Polo Construction & Design,413546,8602727-0,
a9FDo000000ToKeMAK,5255431-0,Source One Furniture,413549,5255431-0,
a9FDo000000ToKfMAK,8637855-0,Freshcrete Masonry,413559,8637855-0,
a9FDo000000ToKgMAK,8574087-0,FRC Custom Countertops,413566,8574087-0,
a9FDo000000ToKhMAK,8711442-0,Phenix Pro LLC,413567,8711442-0,
a9FDo000000ToKiMAK,7973356-0,Best Flooring,413578,7973356-0,
a9FDo000000ToKjMAK,8568863-0,Above & Beyond Painting Services LLC,413584,8568863-0,
a9FDo000000ToKkMAK,293351-0,T. Galante Construction Inc.,413587,293351-0,
a9FDo000000ToKlMAK,1273995-0,"E. Andre Construction Services, Inc.",413589,1273995-0,
a9FDo000000ToKmMAK,8039315-0,Prestige Lawn & Landscape Inc.,413590,8039315-0,
a9FDo000000ToKnMAK,8576098-0,Valcourt Consulting & Design,413593,8576098-0,
a9FDo000000ToKKMA0,4706769-0,"Bob Hegarty & Sons Electrical, Inc.",413446,4706769-0,
a9FDo000000ToKJMA0,2073305-0,Fonzi Excavation Inc.,413445,2073305-0,
a9FDo000000ToKIMA0,7013527-0,Western Earthworks,413438,7013527-0,
a9FDo000000ToGnMAK,D00143825,SONESTA INTERNATIONAL HOTELS,405908,001Do000004nmeRIAQ,
a9FDo000000TnsSMAS,D00142151,PROGRESSIVE MATERIALS,370530,001Do000004nmeOIAQ,
a9FDo000000TlRFMA0,D00133071,"NIC MAP VISION, LLC",224573,001Do000004nmdmIAA,
a9FDo000000Tkj2MAC,D00130702,XYCOM TECHNOLOGY GROUP INC,195805,0013i0000071poIAAQ,
a9FDo000000TjCbMAK,D00127146,ATC GROUP SERVICES,163648,001Do000004nmhNIAQ,
a9FDo000000TeOPMA0,D00118738,5280 WASTE SOLUTIONS,88029,0013i0000071xOeAAI,
a9FDo000000TYzsMAG,D11266921,"LEHIGH HANSON, INC",43386,001Do000004nmemIAA,
a9FDo000000TYG8MAO,D10470409,RESOLUTE INDUSTRIAL LLC,40550,001Do000004nmfhIAA,
a9FDo000000TXWWMA4,D01135185,LAKEWOOD SUPPLY CO,37721,0013i0000071w4JAAQ,
a9FDo000000TVP2MAO,D00107772,MARKING SERVICES INC,29825,001Do000004nmh4IAA,
a9FDo000000TTJBMA4,D00080386,ATKORE INTERNATIONAL,21774,001Do000004nmgrIAA,
a9FDo000000TT0cMAG,D00086691,"MITSUBISHI ELECTRIC US, INC.",20623,001Do000004nm8xIAA,
a9FDo000000TScHMAW,D00077723,MOSS & ASSOCIATES,19114,001Do000004nmb2IAA,
a9FDo000000TSWBMA4,D00075177,SHAW INDUSTRIES INC,18736,001Do000004nmjnIAA,
a9FDo000000TQ5WMAW,A30026922,CDOT/PROPERTY MANAGEMENT,9360,001Do000004o2bcIAA,
